Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SRR26260920_2 - polya	(1, 0.009661049758162678)	(2, 0.0213763932073077)	(3, 0.029523135044689106)	(4, 0.03201176511605057)	(5, 0.035562758496177196)	(6, 0.03779313450352945)	(7, 0.04026415634325393)	(8, 0.0423947523713299)	(9, 0.048123297063897806)	(10, 0.060868722063806835)	(12, 0.07023043188414066)	(14, 0.07891129008117748)	(16, 0.0897080707799261)	(18, 0.10139113247106997)	(20, 0.11316517002567164)	(22, 0.12758631173636767)	(24, 0.13758485260090603)	(26, 0.14741904997016578)	(28, 0.15872940409166)	(30, 0.1682085021229071)	(32, 0.17599427521173017)	(34, 0.18351005541545273)	(36, 0.19146604141010007)	(38, 0.19855335464398916)	(40, 0.20616891482698796)	(42, 0.21492314065584558)	(44, 0.22323129128323277)	(46, 0.2340574190347097)	(48, 0.2450097391129184)	(50, 0.2566546496355155)	(52, 0.2679738078728282)	(54, 0.2815673626965856)	(56, 0.29445365354959063)	(58, 0.30659159455802343)	(60, 0.31779042987915)	(62, 0.32797972658642244)	(64, 0.33739426110166726)	(66, 0.35092912181996805)	(68, 0.3650773359402907)	(70, 0.3836364120856798)	(72, 0.40278536399090803)	(74, 0.4167486916790423)	(76, 0.4298873671855108)	(78, 0.4442410106749317)	(80, 0.4549790972682237)	(82, 0.46373919250762696)	(84, 0.4737817539512579)	(86, 0.489720138288008)	(88, 0.5033606483961307)	(90, 0.5162469392491358)	(92, 0.5282792308677465)	(94, 0.5408339000249216)	(96, 0.5550995023561575)	(98, 0.5677216697346076)	(100, 0.5776263000304153)	(102, 0.5873929991783999)	(104, 0.596332111439446)	(106, 0.6056409965648688)	(108, 0.6150144452062939)	(110, 0.6262807787486957)	(112, 0.6365229001508791)	(114, 0.6445727967142569)	(116, 0.6531568096372904)	(118, 0.6627268835319953)	(120, 0.6721179404050575)	(122, 0.6801443593262527)	(124, 0.6873960160554204)	(126, 0.6959741595679081)	(128, 0.704094489057834)	(130, 0.7114195134188225)	(132, 0.7198127704991217)	(134, 0.7280005982103228)	(136, 0.7366491746493584)	
SRR26260920_2 - polyg	(1, 0.06378875381027459)	(2, 0.132783674774553)	(3, 0.13363473930367425)	(4, 0.13406320627350773)	(5, 0.13550708126774103)	(6, 0.1357535965106589)	(7, 0.13618206348049236)	(8, 0.1363405375652253)	(9, 0.13686878451433504)	(10, 0.13754083202181355)	(12, 0.1385943912147602)	(14, 0.1394865416177011)	(16, 0.14076607311665582)	(18, 0.1417198523303262)	(20, 0.14276460740745436)	(22, 0.14395022833767845)	(24, 0.14532953981590946)	(26, 0.14695830124233117)	(28, 0.14856651973184307)	(30, 0.15033908171663354)	(32, 0.15280129944053955)	(34, 0.15588567468228587)	(36, 0.15884679230257326)	(38, 0.16191649401795546)	(40, 0.1653383603660775)	(42, 0.1687426184825625)	(44, 0.17259295180051798)	(46, 0.17645795864483763)	(48, 0.18027307549951913)	(50, 0.18396786943801452)	(52, 0.18785341921924398)	(54, 0.19182701015865838)	(56, 0.19572136405570634)	(58, 0.19949246033129536)	(60, 0.20343963892325428)	(62, 0.20785050094832067)	(64, 0.21248440057412227)	(66, 0.21749394247484635)	(68, 0.22218947091137742)	(70, 0.22721075163319282)	(72, 0.2324227881977423)	(74, 0.2378725358893912)	(76, 0.2432635894755834)	(78, 0.24888355007305654)	(80, 0.25852992630485505)	(82, 0.30477794669941327)	(84, 0.3438183309438963)	(86, 0.3627765270063905)	(88, 0.3773150569279998)	(90, 0.3874192471823601)	(92, 0.39687193286615174)	(94, 0.40584919629574456)	(96, 0.4135029076472902)	(98, 0.42060489440754345)	(100, 0.4272637406715991)	(102, 0.43430409862112285)	(104, 0.4412886971704628)	(106, 0.4483877492254432)	(108, 0.4557391859338872)	(110, 0.463337137885249)	(112, 0.47345013225542787)	(114, 0.48490722164056366)	(116, 0.4934853651530513)	(118, 0.5006225683765786)	(120, 0.5070642464504447)	(122, 0.5131831069442991)	(124, 0.5193049021434266)	(126, 0.5254237626372811)	(128, 0.5316189254682293)	(130, 0.5371948654866099)	(132, 0.5429058019475408)	(134, 0.5490275971466683)	(136, 0.5555514469681736)	
SRR26260921_1 - nextera_transposase_sequence	(1, 6.196506719336974e-06)	(2, 0.0008489214205491654)	(3, 0.0008675109407071764)	(4, 0.0008675109407071764)	(5, 0.0008675109407071764)	(6, 0.0008675109407071764)	(7, 0.0008675109407071764)	(8, 0.0008675109407071764)	(9, 0.0008675109407071764)	(10, 0.0008675109407071764)	(12, 0.0008675109407071764)	(14, 0.0008737074474265133)	(16, 0.0008861004608651873)	(18, 0.0009046899810231982)	(20, 0.0009046899810231982)	(22, 0.0009046899810231982)	(24, 0.0009077882343828667)	(26, 0.0009108864877425351)	(28, 0.0009108864877425351)	(30, 0.0009108864877425351)	(32, 0.0009108864877425351)	(34, 0.0009108864877425351)	(36, 0.0009170829944618721)	(38, 0.0009387707679795515)	(40, 0.00094186902133922)	(42, 0.00094186902133922)	(44, 0.0009604585414972309)	(46, 0.0009697533015762364)	(48, 0.0009821463150149104)	(50, 0.0010069323418922583)	(52, 0.001037914875488943)	(54, 0.0010719956624452966)	(56, 0.0011339607296386662)	(58, 0.0012176135703497154)	(60, 0.0013353471980171179)	(62, 0.001552224933193912)	(64, 0.0017319236280546842)	(66, 0.0019518996165911466)	(68, 0.002215251152162968)	(70, 0.0024786026877347896)	(72, 0.0028287053173773283)	(74, 0.0032159869873358894)	(76, 0.0036931180047248364)	(78, 0.004359242477053561)	(80, 0.005236048177839743)	(82, 0.0061035591185469185)	(84, 0.007299484915378955)	(86, 0.00860075132643972)	(88, 0.010115797219317609)	(90, 0.011900391154486658)	(92, 0.013966926145385538)	(94, 0.01634328647225127)	(96, 0.019144107509391578)	(98, 0.022434452577359515)	(100, 0.026031524727934626)	(102, 0.029981797761511948)	(104, 0.03401572363580032)	(106, 0.03859494210139034)	(108, 0.043387940048797494)	(110, 0.04903605592347314)	(112, 0.05460671546415708)	(114, 0.060573951434878585)	(116, 0.06659695596607412)	(118, 0.07273149761821773)	(120, 0.07887843228380001)	(122, 0.08514929708376903)	(124, 0.09115681034816622)	(126, 0.09715502885248442)	(128, 0.10335463382518106)	(130, 0.11786995081522791)	(132, 0.12847527206537313)	(134, 0.1312606018357151)	(136, 0.1312915843693118)	
SRR26260921_1 - polya	(1, 0.0028999651446497037)	(2, 0.003488633282986716)	(3, 0.007702257852135858)	(4, 0.010280004647380039)	(5, 0.015063707834708184)	(6, 0.017759188257619768)	(7, 0.021161070446535764)	(8, 0.024928546531892644)	(9, 0.031310948452809725)	(10, 0.04422446845590798)	(12, 0.052595949033732235)	(14, 0.059901630455830523)	(16, 0.06719491886449014)	(18, 0.07358971379884591)	(20, 0.08008984934743038)	(22, 0.08626157003989002)	(24, 0.09283916192246622)	(26, 0.0984934743038612)	(28, 0.10633205530382248)	(30, 0.11449595290654893)	(32, 0.12123775221718755)	(34, 0.12656674799581735)	(36, 0.13134115642306649)	(38, 0.13635413035901012)	(40, 0.14163975059060455)	(42, 0.1466093489795128)	(44, 0.15167809147593042)	(46, 0.1564215173695829)	(48, 0.16102862011540992)	(50, 0.16567290190155298)	(52, 0.16996398280469385)	(54, 0.17470431044498663)	(56, 0.17913171449595292)	(58, 0.1828372255141164)	(60, 0.18624220595639207)	(62, 0.18982378684016885)	(64, 0.19348282405793732)	(66, 0.19775841369427985)	(68, 0.20227256883931682)	(70, 0.20693853839897758)	(72, 0.21057278958986872)	(74, 0.21393439448510904)	(76, 0.21773595135742224)	(78, 0.22319507377715814)	(80, 0.22801905425816196)	(82, 0.2318206111304752)	(84, 0.23506758065140776)	(86, 0.2397149606909105)	(88, 0.24422291932922816)	(90, 0.2484551334185353)	(92, 0.25282676890902755)	(94, 0.25691026683707063)	(96, 0.26086673637736724)	(98, 0.26449479106153906)	(100, 0.26797103133108713)	(102, 0.2730428720808644)	(104, 0.27787304906858756)	(106, 0.2814887107393207)	(108, 0.28579528290925993)	(110, 0.29021029394678755)	(112, 0.2940397350993378)	(114, 0.29701715657797917)	(116, 0.29978079857480344)	(118, 0.3028697571743929)	(120, 0.30672398435382053)	(122, 0.31015684907633323)	(124, 0.3126137639905503)	(126, 0.3156221680027884)	(128, 0.31914178381937186)	(130, 0.32243832539405914)	(132, 0.32606018357151156)	(134, 0.3286813059137911)	(136, 0.3314232601370977)	
SRR26260921_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0008489214205491654)	(4, 0.00094186902133922)	(5, 0.0019580961233104837)	(6, 0.002137794818171256)	(7, 0.0021873668719259516)	(8, 0.0022059563920839628)	(9, 0.0022741179659966694)	(10, 0.0024259323806204254)	(12, 0.0027233647031486)	(14, 0.0034452577359513573)	(16, 0.0042755896363425114)	(18, 0.004991286162425932)	(20, 0.005428139886139189)	(22, 0.006072576584950234)	(24, 0.007476085356880059)	(26, 0.010490685875837496)	(28, 0.01357344796870764)	(30, 0.01791719917896286)	(32, 0.022453042097517525)	(34, 0.024909957011734637)	(36, 0.025873513806591534)	(38, 0.026964098989194843)	(40, 0.029718446225940127)	(42, 0.032070020525928514)	(44, 0.03651601409705278)	(46, 0.04129042252430193)	(48, 0.043750435691878704)	(50, 0.046510979435343325)	(52, 0.04871073932070795)	(54, 0.05095697300646761)	(56, 0.053640060415940514)	(58, 0.05598233995584989)	(60, 0.05801169590643275)	(62, 0.06119979861353162)	(64, 0.06390767204988188)	(66, 0.06749544944037798)	(68, 0.07079508926842493)	(70, 0.07433949111188567)	(72, 0.07965299562371714)	(74, 0.08524534293791874)	(76, 0.09650439564695402)	(78, 0.10896247240618101)	(80, 0.11822315169823011)	(82, 0.1240354750009682)	(84, 0.12828008210371405)	(86, 0.13314743813175323)	(88, 0.1378815692653267)	(90, 0.14154370473645483)	(92, 0.1459711087874211)	(94, 0.15120715696526082)	(96, 0.15578637543085086)	(98, 0.15968087990395413)	(100, 0.16314162890670386)	(102, 0.16661477092289223)	(104, 0.17036055923473142)	(106, 0.17418690213392202)	(108, 0.17736880833430152)	(110, 0.18070252894930483)	(112, 0.1837728980287363)	(114, 0.18688044614848381)	(116, 0.1907222803144727)	(118, 0.19481507300259476)	(120, 0.19931993338755277)	(122, 0.20452499903179583)	(124, 0.2096526083420472)	(126, 0.21497850586731732)	(128, 0.21926648851709848)	(130, 0.22364432051431005)	(132, 0.2278579450834592)	(134, 0.23247434258936522)	(136, 0.23747182525851052)	
SRR26260921_2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0005452925913016536)	(3, 0.0005576856047403276)	(4, 0.0005576856047403276)	(5, 0.0005576856047403276)	(6, 0.0005576856047403276)	(7, 0.0005576856047403276)	(8, 0.0005576856047403276)	(9, 0.0005700786181790016)	(10, 0.0005700786181790016)	(12, 0.0005700786181790016)	(14, 0.0005700786181790016)	(16, 0.0005700786181790016)	(18, 0.0005700786181790016)	(20, 0.0005700786181790016)	(22, 0.0005700786181790016)	(24, 0.0005700786181790016)	(26, 0.0005700786181790016)	(28, 0.0005700786181790016)	(30, 0.0005700786181790016)	(32, 0.0005762751248983385)	(34, 0.0008922969675845242)	(36, 0.0009108864877425351)	(38, 0.0009201812478215406)	(40, 0.0009263777545408776)	(42, 0.0009480655280585571)	(44, 0.0009821463150149104)	(46, 0.0009914410750939157)	(48, 0.0010348166221292748)	(50, 0.0010719956624452966)	(52, 0.0011091747027613184)	(54, 0.0011866310367530304)	(56, 0.001316757677859107)	(58, 0.0014468843189651835)	(60, 0.0015832074667905967)	(62, 0.0017845939351690484)	(64, 0.0020324542039425273)	(66, 0.002298903992874017)	(68, 0.0026180240889198715)	(70, 0.0030517795592734597)	(72, 0.003482436776267379)	(74, 0.003981255567174005)	(76, 0.004560628945432013)	(78, 0.005288718484954108)	(80, 0.006112853878625925)	(82, 0.007240618101545254)	(84, 0.008473722938693312)	(86, 0.010029046125246893)	(88, 0.011841524340652956)	(90, 0.013728360636691065)	(92, 0.015819681654467295)	(94, 0.01835095464931645)	(96, 0.02108361411254405)	(98, 0.0243429766469153)	(100, 0.027958638317648426)	(102, 0.03175709693660199)	(104, 0.03579102281089036)	(106, 0.04020293559505829)	(108, 0.04534603617210797)	(110, 0.05059447736338639)	(112, 0.05577165872739243)	(114, 0.06131133573447969)	(116, 0.06686340575500561)	(118, 0.07297625963363155)	(120, 0.07976143449130552)	(122, 0.08672011153712095)	(124, 0.09388946981139382)	(126, 0.10051663374772472)	(128, 0.10708493087022192)	(130, 0.11893574997095388)	(132, 0.1292281476317726)	(134, 0.13185856473413113)	(136, 0.13190503853452615)	
SRR26260921_2 - polya	(1, 0.01003214437860656)	(2, 0.026378529104217497)	(3, 0.03510321056504396)	(4, 0.03755083071918206)	(5, 0.0413616823515743)	(6, 0.043951822160257156)	(7, 0.04653576546222067)	(8, 0.0495410712210991)	(9, 0.05654932032066922)	(10, 0.07096859145656637)	(12, 0.08200766817706517)	(14, 0.09103288021377948)	(16, 0.10300762944889819)	(18, 0.11543162542116882)	(20, 0.12803222183494056)	(22, 0.1431671894969211)	(24, 0.15363618759924091)	(26, 0.16287517911777236)	(28, 0.17374075365012975)	(30, 0.18244684559079818)	(32, 0.19032570388443515)	(34, 0.1990813678788583)	(36, 0.20817783974284498)	(38, 0.21624878974478137)	(40, 0.22441268734750786)	(42, 0.2341381046435072)	(44, 0.2430393865458348)	(46, 0.25500793927423415)	(48, 0.2659571666473026)	(50, 0.2773928197978389)	(52, 0.28901436814995546)	(54, 0.3044188838542272)	(56, 0.3187390108826149)	(58, 0.33104217497385846)	(60, 0.3423786840168854)	(62, 0.35294062971999535)	(64, 0.36327330467448976)	(66, 0.37759652995623716)	(68, 0.3916533054490531)	(70, 0.41029859416753806)	(72, 0.4286464505634948)	(74, 0.4423438286665892)	(76, 0.45593586615545484)	(78, 0.4723813949885752)	(80, 0.48342356996243363)	(82, 0.4927431160683165)	(84, 0.5035746098137175)	(86, 0.5201595600480229)	(88, 0.5347027613183069)	(90, 0.5493482049494598)	(92, 0.561673056814221)	(94, 0.5743573060687037)	(96, 0.5890151427132955)	(98, 0.6022694705859573)	(100, 0.6130761783044809)	(102, 0.6236722047945471)	(104, 0.6331838426087293)	(106, 0.6429092599047287)	(108, 0.6525355330932188)	(110, 0.664401843460749)	(112, 0.6756670926765036)	(114, 0.6845126060183572)	(116, 0.6933674141202897)	(118, 0.7039789318771543)	(120, 0.71392432516169)	(122, 0.7227326594632276)	(124, 0.730149878006274)	(126, 0.7397947407149219)	(128, 0.7486278610433368)	(130, 0.7564757368033771)	(132, 0.7651911235041245)	(134, 0.7734324774408428)	(136, 0.7823089733162929)	
SRR26260921_2 - polyg	(1, 0.0601990627783587)	(2, 0.11057046589984897)	(3, 0.11140699430695945)	(4, 0.11189032183106773)	(5, 0.11371209480655281)	(6, 0.11399093760892297)	(7, 0.11428836993145114)	(8, 0.11459199876069866)	(9, 0.11529220401998373)	(10, 0.1163765926958677)	(12, 0.11791332636226327)	(14, 0.11913713643933233)	(16, 0.12077921071995662)	(18, 0.12203710158398204)	(20, 0.12322063436737539)	(22, 0.12468300995313891)	(24, 0.12647689864838696)	(26, 0.12887494674877037)	(28, 0.13150226559776926)	(30, 0.1341357809534875)	(32, 0.13699856705782115)	(34, 0.14076914139653768)	(36, 0.14478757600402772)	(38, 0.14875643855776305)	(40, 0.15242786878897022)	(42, 0.15634096278223153)	(44, 0.16103791487548896)	(46, 0.1668006661244723)	(48, 0.17168661167266952)	(50, 0.17612331048371482)	(52, 0.1802439874520739)	(54, 0.18506486967971808)	(56, 0.19031640912435616)	(58, 0.1955989311025909)	(60, 0.200859765307308)	(62, 0.20647999690174665)	(64, 0.21196700360171952)	(66, 0.2180953487471438)	(68, 0.224093567251462)	(70, 0.23028077921071996)	(72, 0.23688935362689284)	(74, 0.24372100228496185)	(76, 0.24965105921536734)	(78, 0.2561480965105921)	(80, 0.2658859068200302)	(82, 0.3018628248325007)	(84, 0.33283296541574686)	(86, 0.34965338290538706)	(88, 0.36270942256303007)	(90, 0.3721281127764223)	(92, 0.38111304751946096)	(94, 0.3898780062739631)	(96, 0.39808527942372485)	(98, 0.40584950234305406)	(100, 0.4129568955501336)	(102, 0.4199713411564231)	(104, 0.426691452693544)	(106, 0.4336346384725611)	(108, 0.4409558111614577)	(110, 0.4486549707602339)	(112, 0.45878625924634986)	(114, 0.4688896634522288)	(116, 0.47704736454823593)	(118, 0.48423841059602646)	(120, 0.49064559854382095)	(122, 0.4972107974129585)	(124, 0.5039680879903954)	(126, 0.510589055420007)	(128, 0.5175632237326208)	(130, 0.5241625033887146)	(132, 0.5308113550985631)	(134, 0.5378815692653267)	(136, 0.5449022113783355)	
SRR26260922_1 - nextera_transposase_sequence	(1, 0.0)	(2, 9.816904906587242e-05)	(3, 0.0001227113113323405)	(4, 0.0001227113113323405)	(5, 0.0001227113113323405)	(6, 0.0001227113113323405)	(7, 0.0001227113113323405)	(8, 0.0001227113113323405)	(9, 0.0001227113113323405)	(10, 0.0001227113113323405)	(12, 0.0001227113113323405)	(14, 0.0001227113113323405)	(16, 0.0001227113113323405)	(18, 0.00014111800803219158)	(20, 0.00014111800803219158)	(22, 0.00014111800803219158)	(24, 0.0001472535735988086)	(26, 0.00015952470473204266)	(28, 0.00015952470473204266)	(30, 0.00015952470473204266)	(32, 0.00016566027029865969)	(34, 0.00016566027029865969)	(36, 0.00016566027029865969)	(38, 0.00017486361864858525)	(40, 0.00019020253256512781)	(42, 0.0002086092292649789)	(44, 0.0002362192743147555)	(46, 0.00025769375379791507)	(48, 0.0002791682332810747)	(50, 0.00029143936441430873)	(52, 0.00034052388894724494)	(54, 0.00038040506513025563)	(56, 0.00043869293801311734)	(58, 0.0004969808108959791)	(60, 0.0005920820771785429)	(62, 0.0006902511262444153)	(64, 0.000819098003143373)	(66, 0.0009724871423087986)	(68, 0.0011412151953907668)	(70, 0.001334485510739203)	(72, 0.0016259248751535119)	(74, 0.001920432022351129)	(76, 0.002254820345731757)	(78, 0.0027518011566277363)	(80, 0.00321810413969063)	(82, 0.00381632178243579)	(84, 0.004626216437229238)	(86, 0.005534280141088557)	(88, 0.006715376512662335)	(90, 0.007917947363719272)	(92, 0.009375144185790815)	(94, 0.0112434239008257)	(96, 0.01336632958687519)	(98, 0.015611946584257023)	(100, 0.018060037245337217)	(102, 0.020498924558067483)	(104, 0.02331208137036139)	(106, 0.026683574649217445)	(108, 0.03036798177197097)	(110, 0.0344880140499543)	(112, 0.0388135877744193)	(114, 0.04320051715455048)	(116, 0.047946377120328745)	(118, 0.05275052495898988)	(120, 0.05753626610095116)	(122, 0.06251834534104418)	(124, 0.06747281453608744)	(126, 0.07300095911160936)	(128, 0.07850149364208153)	(130, 0.09138004576641068)	(132, 0.10016924344058956)	(134, 0.10241792822075471)	(136, 0.10243326713467124)	
SRR26260922_1 - polya	(1, 0.007049764836042962)	(2, 0.007921015146502581)	(3, 0.01605063952227014)	(4, 0.02164627531902487)	(5, 0.029732950735826106)	(6, 0.03447574291882107)	(7, 0.039697109216012154)	(8, 0.04569155677459699)	(9, 0.054434737707026254)	(10, 0.07678353528342877)	(12, 0.09007010251793794)	(14, 0.10242406378632132)	(16, 0.11664937255252289)	(18, 0.12815049020714653)	(20, 0.1428114241285779)	(22, 0.15535865571230972)	(24, 0.17156575215652858)	(26, 0.18728507113820142)	(28, 0.20517944811323996)	(30, 0.21891391163411217)	(32, 0.23448597704218618)	(34, 0.24949663820091475)	(36, 0.2612615851749029)	(38, 0.27421376408603143)	(40, 0.2855461536875731)	(42, 0.2975227776736095)	(44, 0.30843181325105457)	(46, 0.31963535597569726)	(48, 0.3314647263881349)	(50, 0.3409472429713415)	(52, 0.35003401557550134)	(54, 0.35991534392053803)	(56, 0.3685848980661679)	(58, 0.3801565747248076)	(60, 0.3898906494962455)	(62, 0.3996155209193335)	(64, 0.4098803221122838)	(66, 0.41924626294972467)	(68, 0.4273390739320926)	(70, 0.43686147169148215)	(72, 0.44496655380498323)	(74, 0.4540717331058429)	(76, 0.4623608821863425)	(78, 0.47243241306394435)	(80, 0.48185970955705143)	(82, 0.49040655239134895)	(84, 0.4985913968572161)	(86, 0.5094605512584781)	(88, 0.5200720119059423)	(90, 0.530161949480244)	(92, 0.5403868694970113)	(94, 0.5507068907800611)	(96, 0.5603397287196499)	(98, 0.5693958234959766)	(100, 0.5774579566505114)	(102, 0.585609055505762)	(104, 0.5937632221437961)	(106, 0.6010890874303367)	(108, 0.6099335051946153)	(110, 0.6187134995204442)	(112, 0.6246251169438797)	(114, 0.6300949736465187)	(116, 0.635994319938821)	(118, 0.6418047005304073)	(120, 0.6465106793200026)	(122, 0.6509835066180665)	(124, 0.6557784511083776)	(126, 0.6617759664497458)	(128, 0.6680311755449118)	(130, 0.674326265816261)	(132, 0.6809035921036743)	(134, 0.6856463842866694)	(136, 0.6902848718550318)	
SRR26260922_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0003558628028637875)	(4, 0.0004172184585299578)	(5, 0.0010000971873585752)	(6, 0.001159621892090618)	(7, 0.0012332486788900223)	(8, 0.0012639265067231073)	(9, 0.0013252821623892775)	(10, 0.0014418579081550012)	(12, 0.0017087550103028416)	(14, 0.0021014312065663317)	(16, 0.0024849040544798954)	(18, 0.0028683769023934596)	(20, 0.003141409570107917)	(22, 0.003641458163787205)	(24, 0.004365454900648014)	(26, 0.005436111092022685)	(28, 0.006724579861012261)	(30, 0.008218590076483507)	(32, 0.009589888980622411)	(34, 0.010519427163964892)	(36, 0.011255695031958935)	(38, 0.012016505162219446)	(40, 0.013479837549857605)	(42, 0.014725357359880863)	(44, 0.016694873906764926)	(46, 0.018961965383629917)	(48, 0.020676855959499377)	(50, 0.02246230553938493)	(52, 0.024014603627739037)	(54, 0.025922764518956934)	(56, 0.027613112832559926)	(58, 0.02949979924429466)	(60, 0.03096619941471613)	(62, 0.03281914021583447)	(64, 0.03471809775870244)	(66, 0.03669681765393643)	(68, 0.03873382542205328)	(70, 0.041172712734783554)	(72, 0.04391224276027805)	(74, 0.04637260455249148)	(76, 0.05037299330192578)	(78, 0.055072836525954426)	(80, 0.059300241201353555)	(82, 0.06303986841420663)	(84, 0.06640829391027939)	(86, 0.06947607669358788)	(88, 0.07285984110357718)	(90, 0.07609941972275097)	(92, 0.07959055653015606)	(94, 0.08319520130054356)	(96, 0.08644398326806728)	(98, 0.08947495265797609)	(100, 0.0922911772530533)	(102, 0.09518102863492992)	(104, 0.09799418544722382)	(106, 0.10082268117343428)	(108, 0.10336280531801373)	(110, 0.10600416629444236)	(112, 0.10849827369727218)	(114, 0.11109055014916787)	(116, 0.11405096053506059)	(118, 0.11678742277777178)	(120, 0.11987361225778015)	(122, 0.12323283440550296)	(124, 0.1264509385451936)	(126, 0.12972426277498378)	(128, 0.1326816053780932)	(130, 0.13581687938263448)	(132, 0.13882944207584344)	(134, 0.14220707092026613)	(136, 0.1460602060961016)	
SRR26260922_2 - nextera_transposase_sequence	(1, 0.0)	(2, 6.749122123278728e-05)	(3, 6.749122123278728e-05)	(4, 6.749122123278728e-05)	(5, 7.36267867994043e-05)	(6, 7.36267867994043e-05)	(7, 7.36267867994043e-05)	(8, 7.36267867994043e-05)	(9, 7.36267867994043e-05)	(10, 7.36267867994043e-05)	(12, 7.669456958271282e-05)	(14, 7.976235236602133e-05)	(16, 7.976235236602133e-05)	(18, 7.976235236602133e-05)	(20, 8.589791793263836e-05)	(22, 8.589791793263836e-05)	(24, 8.589791793263836e-05)	(26, 8.589791793263836e-05)	(28, 8.589791793263836e-05)	(30, 8.896570071594687e-05)	(32, 9.816904906587242e-05)	(34, 0.0001227113113323405)	(36, 0.00012884687689895753)	(38, 0.00012884687689895753)	(40, 0.00012884687689895753)	(42, 0.0001472535735988086)	(44, 0.00016259248751535117)	(46, 0.00016566027029865969)	(48, 0.00019327031534843633)	(50, 0.000233151491531447)	(52, 0.0002730326677144576)	(54, 0.00033132054059731937)	(56, 0.0003988117618301067)	(58, 0.0005031163764625961)	(60, 0.0006043532083117771)	(62, 0.0007761490441770538)	(64, 0.000981690490658724)	(66, 0.0012669942895064158)	(68, 0.0015829759161871927)	(70, 0.0018560085839016503)	(72, 0.002224142517898672)	(74, 0.0026751065870450233)	(76, 0.0032273074880405555)	(78, 0.0038009828685192475)	(80, 0.004411471642397641)	(82, 0.005215230731624472)	(84, 0.006215327918983047)	(86, 0.007605033519821804)	(88, 0.009000874686227176)	(90, 0.01054396942623136)	(92, 0.012473604796932413)	(94, 0.014685476183697851)	(96, 0.017179583586527672)	(98, 0.020149197320770314)	(100, 0.023379572591594178)	(102, 0.02687991274734919)	(104, 0.030904843759049956)	(106, 0.03542675558164671)	(108, 0.04036895364555672)	(110, 0.04574984464747986)	(112, 0.05110619338713652)	(114, 0.05641345760226024)	(116, 0.06222383819384657)	(118, 0.06840542050221321)	(120, 0.0751729493221918)	(122, 0.08202330827731971)	(124, 0.08901171745769651)	(126, 0.09631610826475406)	(128, 0.10380763382159347)	(130, 0.11623828965955955)	(132, 0.12642946406571043)	(134, 0.12892663925132358)	(136, 0.1289695882102899)	
SRR26260922_2 - polya	(1, 0.006307361402482303)	(2, 0.015338913916542565)	(3, 0.021179972335961972)	(4, 0.023278335759744997)	(5, 0.02662835455911789)	(6, 0.028714446851767682)	(7, 0.031113452988314937)	(8, 0.033107511797465475)	(9, 0.03794233746395969)	(10, 0.04910293122963606)	(12, 0.05771726528516636)	(14, 0.06561067038661916)	(16, 0.07664241727539658)	(18, 0.0890792086789293)	(20, 0.10079200334560119)	(22, 0.11238515448372406)	(24, 0.12253337993090863)	(26, 0.13195147307566574)	(28, 0.14199846169100114)	(30, 0.15184911220820477)	(32, 0.1611813074350293)	(34, 0.16920049163059772)	(36, 0.17760621645686303)	(38, 0.18605182245931137)	(40, 0.19427348031857822)	(42, 0.20298905120595767)	(44, 0.2114960128640722)	(46, 0.2205735821198821)	(48, 0.23086292557509883)	(50, 0.2419284180744926)	(52, 0.25215333809125995)	(54, 0.26309918706210467)	(56, 0.2751371667038073)	(58, 0.2858958809248703)	(60, 0.2963784946954354)	(62, 0.3056830798772101)	(64, 0.3157024584474958)	(66, 0.3281331142854619)	(68, 0.3389409130310578)	(70, 0.3517059571924045)	(72, 0.3673945983462442)	(74, 0.37959517047546215)	(76, 0.39065452740928935)	(78, 0.4027876083172745)	(80, 0.41202163449503315)	(82, 0.4199978697316353)	(84, 0.42826554433265174)	(86, 0.43983415320850816)	(88, 0.4500222598318757)	(90, 0.4602257053691598)	(92, 0.47057947226282604)	(94, 0.4816020158032535)	(96, 0.4945818047594318)	(98, 0.504576641067451)	(100, 0.5132646019097806)	(102, 0.5215782932525468)	(104, 0.5300177636894285)	(106, 0.5381228458029296)	(108, 0.546896704563192)	(110, 0.5565356780683473)	(112, 0.5649536740257458)	(114, 0.5729667226557477)	(116, 0.5814061930926293)	(118, 0.5904469489550396)	(120, 0.5986686068143063)	(122, 0.6063963516454605)	(124, 0.6140105885136322)	(126, 0.6224868723439136)	(128, 0.6305582088467984)	(130, 0.6375067368509921)	(132, 0.6446516029533177)	(134, 0.6515725209124617)	(136, 0.6588677083711694)	
