Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64
SRR27961786_1 - polya	(1, 0.009037613309506412)	(2, 0.012176150757928158)	(3, 0.013951600774371116)	(4, 0.01634559466751033)	(5, 0.018304316943715142)	(6, 0.02019431212250926)	(7, 0.022634124080588937)	(8, 0.03006810511717913)	(9, 0.03966698972220622)	(10, 0.04690624398279944)	(11, 0.049380419489584465)	(12, 0.05159114112296183)	(13, 0.055520040191606564)	(14, 0.060594390883762894)	(15, 0.06742128255989194)	(16, 0.07556544360305932)	(17, 0.07964325138276056)	(18, 0.08370960464622669)	(19, 0.0874666859713447)	(20, 0.09243794601738498)	(21, 0.09743211509589549)	(22, 0.10246064772311135)	(23, 0.10663009163269353)	(24, 0.11107444393191848)	(25, 0.11509497913044414)	(26, 0.12248314210209388)	(27, 0.1274200385994288)	(28, 0.1327005705838172)	(29, 0.1374541948213903)	(30, 0.1412112761465083)	(31, 0.14564417392949813)	(32, 0.14980216332284518)	(33, 0.154131970459719)	(34, 0.1589085037297623)	(35, 0.16260831247370472)	(36, 0.16622793960400134)	(37, 0.1700995660914705)	(38, 0.17340992128341898)	(39, 0.17699518486501026)	(40, 0.18211535362210704)	(41, 0.18596407107710597)	(42, 0.19012206047045302)	(43, 0.19434877696121078)	(44, 0.19808294925385855)	(45, 0.20378729833894624)	(46, 0.2086783767713407)	(47, 0.2130769110056252)	(48, 0.21708599168791576)	(49, 0.22088889107797421)	(50, 0.2247032449842678)	(51, 0.22866650760161789)	(52, 0.23332849570931002)	(53, 0.23938793479768633)	(54, 0.24559628259711913)	(55, 0.2505560881269243)	(56, 0.25508062203979504)	(57, 0.2595937014364307)	(58, 0.2634424188914296)	(59, 0.2673942269925446)	(60, 0.27126585348001375)	(61, 0.2752176615811287)	(62, 0.2793412874257704)	(63, 0.2831327322995938)	(64, 0.28724490362800037)	(65, 0.2929836162617934)
SRR27961786_1 - polyg	(1, 0.009564521056321742)	(2, 0.013126875605442774)	(3, 0.014008873355546694)	(4, 0.015314688206349902)	(5, 0.017216137901379134)	(6, 0.01925504179122976)	(7, 0.021041946323907833)	(8, 0.023332849570931003)	(9, 0.027055567347343656)	(10, 0.02934647059436683)	(11, 0.03125937480563118)	(12, 0.03310355191948483)	(13, 0.03526845548792173)	(14, 0.03711263260177538)	(15, 0.03867044680975114)	(16, 0.040537532956075026)	(17, 0.04215261974522636)	(18, 0.044099887505196056)	(19, 0.045417156872234375)	(20, 0.04690624398279944)	(21, 0.048670239483007284)	(22, 0.050239508207218155)	(23, 0.051762958866488566)	(24, 0.053355136623169666)	(25, 0.05494731437985077)	(26, 0.05659676471770746)	(27, 0.05802857924709694)	(28, 0.059735302166129205)	(29, 0.061556570247512626)	(30, 0.06332056574772046)	(31, 0.06498147060181227)	(32, 0.06692873836178197)	(33, 0.06902491483280816)	(34, 0.07137309066100692)	(35, 0.07400762939508355)	(36, 0.07628707812587161)	(37, 0.07864670847030548)	(38, 0.08236942624671814)	(39, 0.08483214723726805)	(40, 0.08708868693558587)	(41, 0.0902844969651832)	(42, 0.0928159450531438)	(43, 0.09549630185216092)	(44, 0.09806211348882686)	(45, 0.10076537932031421)	(46, 0.10326246385956947)	(47, 0.10628645614564006)	(48, 0.10923026681806483)	(49, 0.11178462393849566)	(50, 0.11465970751350975)	(51, 0.1176607907671101)	(52, 0.12068478305318069)	(53, 0.1238004114691322)	(54, 0.12826767280082738)	(55, 0.13144057379795449)	(56, 0.13481965608731367)	(57, 0.13834764708772934)	(58, 0.1416465477634427)	(59, 0.14479653972809955)	(60, 0.14806107685510758)	(61, 0.15174943108281488)	(62, 0.1553003311157008)	(63, 0.15959577470386926)	(64, 0.16337576506145748)	(65, 0.1673504821950427)
SRR27961786_2 - polya	(1, 0.02702120379863831)	(2, 0.031041738997163976)	(3, 0.03350445998771388)	(4, 0.03698663292318911)	(5, 0.03939208133256344)	(6, 0.04137371264123848)	(7, 0.044546613638365574)	(8, 0.05154532305802136)	(9, 0.06249584057879212)	(10, 0.07090345549536717)	(11, 0.07370981197297055)	(12, 0.07644744135316324)	(13, 0.0808230665549775)	(14, 0.08620668918548195)	(15, 0.09348030699478052)	(16, 0.10215137578476323)	(17, 0.1071226358308035)	(18, 0.11200225974696286)	(19, 0.11630915785136643)	(20, 0.12223114274492132)	(21, 0.12730549343707764)	(22, 0.1337085680125074)	(23, 0.13909219064301187)	(24, 0.14399472359164145)	(25, 0.14967616364425892)	(26, 0.15873668598623555)	(27, 0.1643952170063828)	(28, 0.17077538254934232)	(29, 0.1760100964687903)	(30, 0.18113026522588707)	(31, 0.18595261656087084)	(32, 0.19087805854197065)	(33, 0.1960440453640079)	(34, 0.20149639509192308)	(35, 0.20619274674832055)	(36, 0.21103800711577458)	(37, 0.21529908715523768)	(38, 0.21941125848364426)	(39, 0.22450851820827084)	(40, 0.23051068471547154)	(41, 0.2351154002419881)	(42, 0.23991484254450166)	(43, 0.24424464968137544)	(44, 0.24848282068836833)	(45, 0.2544620781630988)	(46, 0.2596853375663116)	(47, 0.26478259729093817)	(48, 0.26989131153179985)	(49, 0.2745303906070218)	(50, 0.27968492291282393)	(51, 0.28472491005627487)	(52, 0.2910134394693535)	(53, 0.2993981453534583)	(54, 0.312719747734898)	(55, 0.36317689175058343)	(56, 0.4309303552812937)	(57, 0.5136319624988303)	(58, 0.7541653489200281)	(59, 1.1960920397870332)	(60, 1.4352737932924873)	(61, 1.5042070719954146)	(62, 1.5181243092210803)	(63, 1.5242753844393375)	(64, 1.5294184622289044)	(65, 1.5354435377685756)
SRR27961786_2 - polyg	(1, 1.7547517056061037)	(2, 1.7577298798272338)	(3, 1.7599635104930813)	(4, 1.7620825959965778)	(5, 1.7638580460130209)	(6, 1.7654158602209966)	(7, 1.767638036370609)	(8, 1.7735256577154586)	(9, 1.7847510836258722)	(10, 1.7939605146789053)	(11, 1.8023795841117154)	(12, 1.8107184719308798)	(13, 1.8299735137221096)	(14, 1.8367545873332982)	(15, 1.8406376683370025)	(16, 1.844165659337418)	(17, 1.8472583787208994)	(18, 1.8497325542276843)	(19, 1.8519089123123564)	(20, 1.8541998155593795)	(21, 1.8561470833193492)	(22, 1.858781622053426)	(23, 1.8611985249790353)	(24, 1.8632603379013561)	(25, 1.8653794234048526)	(26, 1.8674641453596437)	(27, 1.86956032183067)	(28, 1.872252133145922)	(29, 1.8745659454254155)	(30, 1.8766621218964419)	(31, 1.8790217522408756)	(32, 1.8811981103255477)	(33, 1.8838899216407998)	(34, 1.88637555166382)	(35, 1.8893651804011853)	(36, 1.892400627203491)	(37, 1.89528716529474)	(38, 1.9003958795356017)	(39, 1.9043820511854221)	(40, 1.9106591260822656)	(41, 1.9210598268237509)	(42, 1.9270619933309516)	(43, 1.9330985233868576)	(44, 1.9376345118159635)	(45, 1.9408990489429716)	(46, 1.9440490409076283)	(47, 1.9470043060962883)	(48, 1.9497304809602458)	(49, 1.9524566558242034)	(50, 1.9550568310095746)	(51, 1.9575195520001247)	(52, 1.959844818795853)	(53, 1.9628573565656886)	(54, 1.9662020753063425)	(55, 1.968332615326074)	(56, 1.970600609540627)	(57, 1.9735215111805815)	(58, 1.9762591405607741)	(59, 1.9785729528402676)	(60, 1.9809784012496419)	(61, 1.9835327583700728)	(62, 1.985938206779447)	(63, 1.9890309261629284)	(64, 1.9920434639327638)	(65, 1.9952163649298909)
SRR27961787_1 - polya	(1, 0.010818049239027239)	(2, 0.014527362997200642)	(3, 0.016170729852087593)	(4, 0.019654667584447928)	(5, 0.022077459861938403)	(6, 0.023720826716825353)	(7, 0.02656619904271533)	(8, 0.034632782633274704)	(9, 0.04576072390779491)	(10, 0.05477576494031761)	(11, 0.05748027725007442)	(12, 0.06004392954369806)	(13, 0.06492707676964786)	(14, 0.07065538409239666)	(15, 0.07809279294422788)	(16, 0.08673220726706214)	(17, 0.09162474516075414)	(18, 0.09712767645768988)	(19, 0.10145677428684921)	(20, 0.10728837895476234)	(21, 0.1127349662452448)	(22, 0.1192990429970504)	(23, 0.12472684895204843)	(24, 0.12970390285542033)	(25, 0.13427715804587717)	(26, 0.14185542691384156)	(27, 0.14785606360111447)	(28, 0.1540351229754894)	(29, 0.15902156754660354)	(30, 0.16364177607577143)	(31, 0.1679990459081574)	(32, 0.17211215837924587)	(33, 0.17698591493745347)	(34, 0.18209443818921633)	(35, 0.18615120665385154)	(36, 0.19054603915720636)	(37, 0.19455585428313052)	(38, 0.19871592009293004)	(39, 0.20284781389950296)	(40, 0.2095245786642151)	(41, 0.21431381921274276)	(42, 0.21912184109675487)	(43, 0.22377961229689158)	(44, 0.2283434768196062)	(45, 0.2348230375617319)	(46, 0.24015693683930783)	(47, 0.24539692943946165)	(48, 0.24987627795249637)	(49, 0.2543274544623044)	(50, 0.2588349749785658)	(51, 0.26316407280772514)	(52, 0.2681974707175503)	(53, 0.27507143950484886)	(54, 0.28306289775347054)	(55, 0.28844375036975756)	(56, 0.2932893349247385)	(57, 0.29836968617327475)	(58, 0.3024640173088788)	(59, 0.30706544450256223)	(60, 0.31119733830913515)	(61, 0.3161931735479915)	(62, 0.3212735247965277)	(63, 0.3256401852966559)	(64, 0.3306454112032544)	(65, 0.33658031321633186)
SRR27961787_1 - polyg	(1, 0.005380852616286986)	(2, 0.007813035561519672)	(3, 0.008395256961536764)	(4, 0.009127729045429233)	(5, 0.010254609174494571)	(6, 0.011832241355186044)	(7, 0.012940340148766959)	(8, 0.015100193729475521)	(9, 0.0180300820650454)	(10, 0.019786136932838882)	(11, 0.021363769113530356)	(12, 0.02270663460066655)	(13, 0.02436878279103792)	(14, 0.026115446991089194)	(15, 0.027740032510491723)	(16, 0.02943035270408973)	(17, 0.03098920354929678)	(18, 0.032341459704175186)	(19, 0.0337876225364757)	(20, 0.035045972013931996)	(21, 0.0364827441784903)	(22, 0.03752510829787574)	(23, 0.03878345777533203)	(24, 0.040201448604405915)	(25, 0.04144101674637778)	(26, 0.04264302221738081)	(27, 0.04387319969161047)	(28, 0.045140939836808974)	(29, 0.04649319599168738)	(30, 0.04807082817237885)	(31, 0.049639069685328115)	(32, 0.0512260925337618)	(33, 0.05288824072413317)	(34, 0.05455038891450455)	(35, 0.05674780516618195)	(36, 0.05856959470817091)	(37, 0.06043833758887093)	(38, 0.06404435400188001)	(39, 0.06577223686644686)	(40, 0.06777244909553784)	(41, 0.07040183606335695)	(42, 0.07233631361825245)	(43, 0.07453372986992986)	(44, 0.07657150476998968)	(45, 0.07885343703134699)	(46, 0.08119171329915756)	(47, 0.08352998956696814)	(48, 0.08577435915735661)	(49, 0.08798116607677622)	(50, 0.09013162898974257)	(51, 0.09283614129949938)	(52, 0.09516502689956775)	(53, 0.09801978989319994)	(54, 0.10166336897717786)	(55, 0.10453691330629447)	(56, 0.10740106696766887)	(57, 0.11019009528710558)	(58, 0.113232671635582)	(59, 0.11579632392920564)	(60, 0.11873560293251773)	(61, 0.1219096486293851)	(62, 0.12462355160688411)	(63, 0.1280511453327912)	(64, 0.13123458169740077)	(65, 0.13469973809427668)
SRR27961787_2 - polya	(1, 0.02146706645869468)	(2, 0.02655680837497312)	(3, 0.029308274023440984)	(4, 0.03337443315581841)	(5, 0.03607894546557522)	(6, 0.03869894176565213)	(7, 0.04230495817866121)	(8, 0.051273045872472854)	(9, 0.06379080597284031)	(10, 0.07393272713442835)	(11, 0.07709738216355351)	(12, 0.08062827323462489)	(13, 0.08583070316380986)	(14, 0.0920942785478647)	(15, 0.10109053824490298)	(16, 0.11128880341294428)	(17, 0.11676356270665338)	(18, 0.1224167446874645)	(19, 0.12744075192954746)	(20, 0.13410812602651737)	(21, 0.14057829610090083)	(22, 0.14780911026240343)	(23, 0.15446709369163114)	(24, 0.1610123891079523)	(25, 0.16668435242424784)	(26, 0.17625344285356098)	(27, 0.18310863030537514)	(28, 0.19026431912494002)	(29, 0.1964058158283461)	(30, 0.20190874712528184)	(31, 0.2071956930641467)	(32, 0.2127455776997935)	(33, 0.21859596370319104)	(34, 0.22514125911951222)	(35, 0.23003379701320423)	(36, 0.23555550964562438)	(37, 0.24009120216511234)	(38, 0.24484288004267118)	(39, 0.2494067445653858)	(40, 0.2567502467397949)	(41, 0.262225006033504)	(42, 0.26803782936593273)	(43, 0.27368162067900165)	(44, 0.2786398932468891)	(45, 0.285927051414845)	(46, 0.2919558601053445)	(47, 0.2980597941377818)	(48, 0.30355333476697527)	(49, 0.30891540604777784)	(50, 0.31447468135116685)	(51, 0.3201184726642357)	(52, 0.3267670654257212)	(53, 0.33644884386794094)	(54, 0.3483374292295802)	(55, 0.3799276355143785)	(56, 0.4214343869349518)	(57, 0.47471703570425783)	(58, 0.6377859810477544)	(59, 0.9537537785699328)	(60, 1.1242413514297762)	(61, 1.169109961902061)	(62, 1.1804163258636833)	(63, 1.1867550265896758)	(64, 1.1926711472672686)	(65, 1.1991976613481055)
SRR27961787_2 - polyg	(1, 1.3588108409624684)	(2, 1.3632807988077609)	(3, 1.3667647365401212)	(4, 1.3687086047627588)	(5, 1.369910610233762)	(6, 1.3711313970402494)	(7, 1.3729719679177228)	(8, 1.377695473792055)	(9, 1.3858935267310053)	(10, 1.3937347342957516)	(11, 1.4007026097604722)	(12, 1.407670485225193)	(13, 1.4221039415449714)	(14, 1.4278228581999781)	(15, 1.4308372625452277)	(16, 1.4340300895775795)	(17, 1.4364528818550701)	(18, 1.4389320181390137)	(19, 1.4410449183810112)	(20, 1.4429136612617113)	(21, 1.44481996681338)	(22, 1.4468013977069867)	(23, 1.4489142979489842)	(24, 1.4507924314974265)	(25, 1.4528020343942596)	(26, 1.4544266199136622)	(27, 1.456417441475011)	(28, 1.4591031724492833)	(29, 1.4613005887009607)	(30, 1.463141159578434)	(31, 1.4651977158139784)	(32, 1.4672073187108117)	(33, 1.4694516883012)	(34, 1.4720059499270814)	(35, 1.4746353368949006)	(36, 1.4771144731788444)	(37, 1.4799128921660232)	(38, 1.4845800540339023)	(39, 1.4880076477598092)	(40, 1.4938298617599801)	(41, 1.503070278818316)	(42, 1.507915863373297)	(43, 1.5126111972444025)	(44, 1.5164801523541935)	(45, 1.5196072447123499)	(46, 1.522912759757608)	(47, 1.5259928987770532)	(48, 1.5285283790674504)	(49, 1.531176547370754)	(50, 1.5335148236385645)	(51, 1.535458691861202)	(52, 1.537627936109653)	(53, 1.5400037750484323)	(54, 1.543187211413042)	(55, 1.5450747356292265)	(56, 1.547591434584139)	(57, 1.5502959468938957)	(58, 1.552887771190746)	(59, 1.5553575168069476)	(60, 1.5579023877650868)	(61, 1.5605129933974216)	(62, 1.5628794416684588)	(63, 1.5660722687008104)	(64, 1.5691054543815448)	(65, 1.5717254506816216)
SRR27961788_1 - polya	(1, 0.0087333158667016)	(2, 0.0127999744000512)	(3, 0.014447590152438742)	(4, 0.017695202704832685)	(5, 0.0197999604000792)	(6, 0.022152336647707657)	(7, 0.02485709314295657)	(8, 0.032095173904890285)	(9, 0.04351419868588834)	(10, 0.052790370609734974)	(11, 0.055237984762125714)	(12, 0.05796178883832709)	(13, 0.062485589314535656)	(14, 0.06783795956217611)	(15, 0.07611413348601874)	(16, 0.08464744975271954)	(17, 0.08931410708607154)	(18, 0.09403790716228091)	(19, 0.09824742255277394)	(20, 0.10395217304803486)	(21, 0.10941882878139006)	(22, 0.11544738815284274)	(23, 0.12054261605762502)	(24, 0.12508546411478605)	(25, 0.12938069361956514)	(26, 0.13700924979102422)	(27, 0.14208543011485406)	(28, 0.14783779956249612)	(29, 0.15296159883870708)	(30, 0.1573711138292009)	(31, 0.16189491430540948)	(32, 0.16601871558161646)	(33, 0.17085680114354057)	(34, 0.1757329818673696)	(35, 0.179666307334052)	(36, 0.18415201264835565)	(37, 0.18775200544837006)	(38, 0.19176152123886228)	(39, 0.19551389468649635)	(40, 0.2013710258293769)	(41, 0.205999588000824)	(42, 0.21040910299131782)	(43, 0.2145329042675248)	(44, 0.21891384788658994)	(45, 0.2250662165342336)	(46, 0.23000906379139624)	(47, 0.23524714855332193)	(48, 0.2397328538676256)	(49, 0.24394236925811863)	(50, 0.24864712175337553)	(51, 0.25296139883910707)	(52, 0.2576566275438878)	(53, 0.26455185184867724)	(54, 0.27245659794394694)	(55, 0.27833277666778)	(56, 0.28294229125827464)	(57, 0.2879899002106758)	(58, 0.29209465390593026)	(59, 0.2964660737345192)	(60, 0.30048511331548766)	(61, 0.30523748476312573)	(62, 0.30976128523933427)	(63, 0.313875562725065)	(64, 0.3186565055441318)	(65, 0.3242374467632017)
SRR27961788_1 - polyg	(1, 0.004038087161920914)	(2, 0.006247606552405943)	(3, 0.006780938819074743)	(4, 0.0073999852000296)	(5, 0.0085999828000344)	(6, 0.010323788876231772)	(7, 0.011476167523855428)	(8, 0.013428544571482286)	(9, 0.0161999676000648)	(10, 0.018180916019120343)	(11, 0.019876150723889027)	(12, 0.02145709994294297)	(13, 0.023161858438187886)	(14, 0.024876140723909028)	(15, 0.026333280666772)	(16, 0.028057086742969372)	(17, 0.029447560152498744)	(18, 0.03105708074298137)	(19, 0.03269517270489269)	(20, 0.0340665985334696)	(21, 0.03539040540966537)	(22, 0.03671421228586114)	(23, 0.037818971981103656)	(24, 0.03921896918110926)	(25, 0.04081896598111566)	(26, 0.04209515390493029)	(27, 0.04365705554303177)	(28, 0.04524752855256194)	(29, 0.04694276325733063)	(30, 0.048447522152574744)	(31, 0.050037995162104915)	(32, 0.05144751615258674)	(33, 0.053142750857355425)	(34, 0.055237984762125714)	(35, 0.05747607552403943)	(36, 0.05942845257166628)	(37, 0.06164749575262754)	(38, 0.06558082121930994)	(39, 0.06735224624788845)	(40, 0.06927605192408663)	(41, 0.07199985600028799)	(42, 0.07403794716220091)	(43, 0.076333180666972)	(44, 0.07865698554317177)	(45, 0.08151412268604034)	(46, 0.08415221264795565)	(47, 0.08682839777177588)	(48, 0.08918077401940434)	(49, 0.09154267405750903)	(50, 0.09380933619085143)	(51, 0.09620933139086103)	(52, 0.09858075521944194)	(53, 0.10143789236231052)	(54, 0.105333122667088)	(55, 0.10815216464805166)	(56, 0.11141882478139806)	(57, 0.11437119982902891)	(58, 0.11815214464809165)	(59, 0.1210664245338176)	(60, 0.12423784676240171)	(61, 0.12755212584812925)	(62, 0.13069497670528468)	(63, 0.1345616356386335)	(64, 0.13801877158150447)	(65, 0.14179019261009096)
SRR27961788_2 - polya	(1, 0.0157333018667296)	(2, 0.020685672914368458)	(3, 0.023219001181045258)	(4, 0.0271332790667752)	(5, 0.029571369428689712)	(6, 0.03211422148584274)	(7, 0.0351332630668072)	(8, 0.0441332450668432)	(9, 0.055771317028794516)	(10, 0.06494272725740263)	(11, 0.06798081641931954)	(12, 0.07092366767647416)	(13, 0.07570461049554092)	(14, 0.0812665041336584)	(15, 0.09049505710512389)	(16, 0.10004741895278114)	(17, 0.1051997896004208)	(18, 0.11063787396234731)	(19, 0.11567595912427223)	(20, 0.12232356487667977)	(21, 0.1287330758671816)	(22, 0.13577115702911452)	(23, 0.14181876398151966)	(24, 0.14778065681963873)	(25, 0.15295207504823086)	(26, 0.16248538931493567)	(27, 0.16894251925781864)	(28, 0.1765329802673728)	(29, 0.18231392108644354)	(30, 0.18780914819122743)	(31, 0.1927043764960089)	(32, 0.19813293706745919)	(33, 0.20403768716272092)	(34, 0.21005672274369738)	(35, 0.21521861718181326)	(36, 0.22000908379135622)	(37, 0.22471383628661315)	(38, 0.2293709698294889)	(39, 0.23415191264855564)	(40, 0.24111380348667874)	(41, 0.24596141283907907)	(42, 0.251542354058149)	(43, 0.25658043922007395)	(44, 0.2619423332581906)	(45, 0.2689327954677424)	(46, 0.27504706895348113)	(47, 0.28118039002017237)	(48, 0.2863708558297169)	(49, 0.290999418001164)	(50, 0.29675178744880604)	(51, 0.3020089197916842)	(52, 0.30804700295361315)	(53, 0.3166184143822189)	(54, 0.32666601333464)	(55, 0.34137074582993693)	(56, 0.3564278585728543)	(57, 0.3727706830300625)	(58, 0.40940870499211385)	(59, 0.4714752475256954)	(60, 0.5052751799258306)	(61, 0.5192275329735054)	(62, 0.5263703758306769)	(63, 0.5315322702687928)	(64, 0.5367608312402423)	(65, 0.5438465313545563)
SRR27961788_2 - polyg	(1, 0.29871368828690914)	(2, 0.30158034922025395)	(3, 0.30360891659169065)	(4, 0.3043136770869315)	(5, 0.30501843758217245)	(6, 0.3061898638107486)	(7, 0.3075993848012304)	(8, 0.30988509451552526)	(9, 0.3136755631250642)	(10, 0.31694222325841065)	(11, 0.31978031282032676)	(12, 0.3222945935060511)	(13, 0.32631363308701955)	(14, 0.32869458070607666)	(15, 0.33081838598227564)	(16, 0.33287552472514104)	(17, 0.3345993308013384)	(18, 0.33631361308705954)	(19, 0.3379421812584946)	(20, 0.3395993208013584)	(21, 0.34151360268708036)	(22, 0.34352312247756456)	(23, 0.3452659761347144)	(24, 0.3471707342299601)	(25, 0.34895168304901486)	(26, 0.350789774610927)	(27, 0.35271358028712513)	(28, 0.3552373847633257)	(29, 0.3570659525347616)	(30, 0.35881832998238766)	(31, 0.36081832598239566)	(32, 0.3625897510109742)	(33, 0.36465641354431577)	(34, 0.3668659329348008)	(35, 0.3692754519252866)	(36, 0.37168497091577246)	(37, 0.37415163264911566)	(38, 0.37825638634437014)	(39, 0.38083733356342814)	(40, 0.38427542192534664)	(41, 0.3891896978110806)	(42, 0.3921896918110926)	(43, 0.3948087341920554)	(44, 0.39760872859206664)	(45, 0.40011348548731474)	(46, 0.40310395569685054)	(47, 0.40569442670638467)	(48, 0.40825632634449016)	(49, 0.4106372739635473)	(50, 0.41284679335403235)	(51, 0.41491345588737394)	(52, 0.4168277377730959)	(53, 0.4193705898302489)	(54, 0.42261820238264286)	(55, 0.4244181987826501)	(56, 0.4265705754302777)	(57, 0.4288848565160013)	(58, 0.4315038988969641)	(59, 0.4335705614303057)	(60, 0.4357610332398383)	(61, 0.4379038860969897)	(62, 0.4401038816969985)	(63, 0.442875304725581)	(64, 0.4455895850113062)	(65, 0.44851338868750834)
SRR27961789_1 - polya	(1, 0.008521526915597826)	(2, 0.012012985860183047)	(3, 0.013729126697352054)	(4, 0.017033190952821117)	(5, 0.01935096737083673)	(6, 0.021451760464612585)	(7, 0.023986520206867958)	(8, 0.03188668578487011)	(9, 0.04333748757770469)	(10, 0.052302844020156565)	(11, 0.05460089468142311)	(12, 0.05748085516678719)	(13, 0.06189942467857866)	(14, 0.06748181383856519)	(15, 0.07544115668681456)	(16, 0.08429802146714656)	(17, 0.08851933341144733)	(18, 0.09332255517984564)	(19, 0.09724798077291039)	(20, 0.10270215251402798)	(21, 0.10796892956602941)	(22, 0.11390638234749918)	(23, 0.11954794877773293)	(24, 0.12443007357312752)	(25, 0.1287302885444246)	(26, 0.13621621323069627)	(27, 0.1417394251204356)	(28, 0.14714428246968053)	(29, 0.15203627014344964)	(30, 0.15676058888485167)	(31, 0.16106080385614874)	(32, 0.1651341726248315)	(33, 0.16995712014997888)	(34, 0.1751943085668567)	(35, 0.1795931523218991)	(36, 0.18375528699595267)	(37, 0.18749331789990126)	(38, 0.19146805788483867)	(39, 0.1953343062076562)	(40, 0.2018536688132235)	(41, 0.20663716482487277)	(42, 0.21104587145828968)	(43, 0.2153362235512122)	(44, 0.21918274611728067)	(45, 0.22503143299337963)	(46, 0.23020944414001027)	(47, 0.2350718431786558)	(48, 0.23944109829857457)	(49, 0.2436722731212499)	(50, 0.24822892293028484)	(51, 0.25246009775296013)	(52, 0.25743098845372553)	(53, 0.2642462374105289)	(54, 0.2721858545020292)	(55, 0.2786657655940984)	(56, 0.2834887131192457)	(57, 0.2886075469956292)	(58, 0.29268091576431193)	(59, 0.2970994852761034)	(60, 0.30068957300443394)	(61, 0.3054730690160832)	(62, 0.30989163852787466)	(63, 0.31412281335055)	(64, 0.3188175434568284)	(65, 0.3245873273059311)
SRR27961789_1 - polyg	(1, 0.0034815960662106862)	(2, 0.00597690429496792)	(3, 0.006410870943447439)	(4, 0.0068349747135524235)	(5, 0.007890302699627616)	(6, 0.009103436739695363)	(7, 0.01001082155015254)	(8, 0.011697373752197942)	(9, 0.013955972899966348)	(10, 0.015386090264273853)	(11, 0.016589361425967064)	(12, 0.017713729560664)	(13, 0.01917343556009511)	(14, 0.020406295356911925)	(15, 0.02183641272121943)	(16, 0.02320735281527973)	(17, 0.02467692169308537)	(18, 0.025899918611527652)	(19, 0.026994698111100984)	(20, 0.028020437462052575)	(21, 0.029134942718374978)	(22, 0.030121230555828427)	(23, 0.03119628429865269)	(24, 0.032143120622608004)	(25, 0.03321817436543227)	(26, 0.034155147811013045)	(27, 0.03533869321595719)	(28, 0.03672935906676656)	(29, 0.038179202187823134)	(30, 0.03940219910626541)	(31, 0.04073368768682757)	(32, 0.04188764445664811)	(33, 0.04322899591558481)	(34, 0.045122668563495436)	(35, 0.04692757530603525)	(36, 0.048476047210837175)	(37, 0.050211913804755245)	(38, 0.05326940610086095)	(39, 0.054995409816404495)	(40, 0.05676086504544617)	(41, 0.0589701498013419)	(42, 0.06080464517900532)	(43, 0.06272790646203956)	(44, 0.06474979652881914)	(45, 0.06670264644697697)	(46, 0.0685371418246404)	(47, 0.07071683794541252)	(48, 0.07260064771494862)	(49, 0.07461267490335366)	(50, 0.07635840437564627)	(51, 0.07838029444242584)	(52, 0.08053040192807437)	(53, 0.08291721849471172)	(54, 0.08595498503406836)	(55, 0.0885094705330728)	(56, 0.0909653272483319)	(57, 0.0933422809365947)	(58, 0.09611374975983891)	(59, 0.09829344588061104)	(60, 0.10072957683912107)	(61, 0.10331365097324911)	(62, 0.10606539403974424)	(63, 0.10912288633584995)	(64, 0.11180558925372333)	(65, 0.11474472700933462)
SRR27961789_2 - polya	(1, 0.015603073588513613)	(2, 0.020278077938042975)	(3, 0.02248736269393871)	(4, 0.026146490570891016)	(5, 0.028671387434771854)	(6, 0.031048341123034673)	(7, 0.03452993718924536)	(8, 0.0431698186453376)	(9, 0.05518280450552065)	(10, 0.06515417454217505)	(11, 0.06823139259502982)	(12, 0.07141710231000448)	(13, 0.07653593618638789)	(14, 0.08264105790022476)	(15, 0.0915965514643021)	(16, 0.10174545331169813)	(17, 0.10710099626907037)	(18, 0.11232832180757367)	(19, 0.11732880114346267)	(20, 0.12375939784365918)	(21, 0.12985465667912152)	(22, 0.13689675183853917)	(23, 0.142853930376758)	(24, 0.1484461824151191)	(25, 0.15421596626422177)	(26, 0.1641676105441271)	(27, 0.17107162540630128)	(28, 0.1783602925250823)	(29, 0.1840215847120651)	(30, 0.18929822464244106)	(31, 0.1946143160863152)	(32, 0.1997923272329458)	(33, 0.205276087609187)	(34, 0.2113910722013984)	(35, 0.21634223714541473)	(36, 0.22123422481918384)	(37, 0.2259585435605859)	(38, 0.23068286230198792)	(39, 0.23550580982713532)	(40, 0.2423605102974368)	(41, 0.24720318357933324)	(42, 0.25240092048271295)	(43, 0.2573224967916057)	(44, 0.26252023369498534)	(45, 0.2692960311382906)	(46, 0.2750460892306442)	(47, 0.28067779278250343)	(48, 0.2855500546995235)	(49, 0.2903335507111727)	(50, 0.29594552850628286)	(51, 0.30105449950429175)	(52, 0.3067552432047727)	(53, 0.31470472317464754)	(54, 0.3243900697384404)	(55, 0.33729071465233157)	(56, 0.3500828679041028)	(57, 0.36437417866880334)	(58, 0.3949885531433585)	(59, 0.44484540332663053)	(60, 0.4725995430725707)	(61, 0.48451390014900836)	(62, 0.49117134305181914)	(63, 0.4965466117659405)	(64, 0.5014879138315823)	(65, 0.5082242597613894)
