"Gene_Symbol","log2FoldChange","lfcSE","pvalue","padj","cohort","baseMean","stat","GENENAME","GENEBIOTYPE"
"ADCY7",-0.233112157,0.743427543,0.753852161,0.997447198,"GSE201325",23.87622899,-0.313564058,"ADCY7","protein_coding"
"ADCY9",0.103791654,0.227189017,0.647777753,0.997447198,"GSE201325",526.8057537,0.456851546,"ADCY9","protein_coding"
"ADD1",-0.169944564,0.075451757,0.024299494,0.401349647,"GSE201325",5013.961586,-2.252360599,"ADD1","protein_coding"
"ADD2",0.111213857,0.231243549,0.630560418,0.997447198,"GSE201325",750.911714,0.480938206,"ADD2","protein_coding"
"ADD3",0.236238955,0.417084443,0.571118105,0.997447198,"GSE201325",201.4911716,0.566405577,"ADD3","protein_coding"
"ADGRA2",0.079232057,2.503916814,0.974756555,0.999779309,"GSE201325",8.155401504,0.031643246,"ADGRA2","protein_coding"
"ADGRA3",-0.415735078,0.80818035,0.606966213,0.997447198,"GSE201325",43.00020985,-0.514408793,"ADGRA3","protein_coding"
"ADGRB1",0.882968769,1.177160749,0.45320446,0.98587318,"GSE201325",16.57188226,0.750083427,"ADGRB1","protein_coding"
"ADGRB2",-0.178290238,0.211074589,0.398290178,0.970551969,"GSE201325",289.6407047,-0.844678838,"ADGRB2","protein_coding"
"ADGRB3",-1.160060819,3.127479041,0.710693238,NA,"GSE201325",1.378232581,-0.37092521,"ADGRB3","protein_coding"
"ADGRD1",-2.298670014,4.002563015,0.565765135,NA,"GSE201325",0.451394573,-0.574299519,"ADGRD1","protein_coding"
"ADGRE1",-0.008206064,0.171742432,0.961890599,0.999779309,"GSE201325",413.3273684,-0.047781225,"ADGRE1","protein_coding"
"ADGRE2",0.227326068,1.364274511,0.867662914,0.998563786,"GSE201325",11.26436743,0.166627805,"ADGRE2","protein_coding"
"ADGRE5",-0.257167653,0.289683297,0.374672818,0.967337671,"GSE201325",896.9343353,-0.887754508,"ADGRE5","protein_coding"
"ADGRF3",-0.012549722,1.889286935,0.994700034,NA,"GSE201325",2.113617583,-0.006642571,"ADGRF3","protein_coding"
"ADGRF4",0.301738968,0.608067342,0.619734803,0.997447198,"GSE201325",23.21067086,0.496226236,"ADGRF4","protein_coding"
"ADGRG1",0.386267989,0.654223501,0.554907722,0.997447198,"GSE201325",143.4617555,0.590422063,"ADGRG1","protein_coding"
"ADGRG5",0.012250629,0.287520741,0.966014169,0.999779309,"GSE201325",105.1739886,0.042607811,"ADGRG5","protein_coding"
"ADGRG6",0.073329658,0.062956425,0.244112732,0.89896517,"GSE201325",10881.99379,1.164768452,"ADGRG6","protein_coding"
"ADGRL1",-0.079172194,0.329744989,0.810251741,0.997447198,"GSE201325",343.2792983,-0.240101282,"ADGRL1","protein_coding"
"ADGRL2",-0.973103846,2.838458687,0.731727666,0.997447198,"GSE201325",109.8559009,-0.342828258,"ADGRL2","protein_coding"
"ADGRL3",-0.942409258,4.080472857,0.817349067,NA,"GSE201325",0.150464858,-0.230955894,"ADGRL3","protein_coding"
"ADGRV1",2.262342478,2.373299579,0.340464559,NA,"GSE201325",2.85823102,0.953247747,"ADGRV1","protein_coding"
"ADH5",0.1274428,0.093372451,0.172288721,0.839578526,"GSE201325",4588.996993,1.364886516,"ADH5","protein_coding"
"ADHFE1",-1.088829761,1.543886174,0.480653044,NA,"GSE201325",4.202764197,-0.705252615,"ADHFE1","protein_coding"
"ADI1",0.074727081,0.152743229,0.624676505,0.997447198,"GSE201325",450.1953824,0.489233344,"ADI1","protein_coding"
"ADIPOR1",-0.137962151,0.099291109,0.164689467,0.826341111,"GSE201325",1155.310932,-1.389471352,"ADIPOR1","protein_coding"
"ADIPOR2",0.217618901,0.156372429,0.164022191,0.825819539,"GSE201325",1891.93256,1.391670527,"ADIPOR2","protein_coding"
"ADIRF",0.150876621,3.885877481,0.969028389,NA,"GSE201325",0.639860187,0.038826911,"ADIRF","protein_coding"
"ADK",0.071651264,0.093752894,0.444714368,0.983873594,"GSE201325",2003.002019,0.764256558,"ADK","protein_coding"
"ADM",0.484637216,0.658814702,0.461962038,0.98587318,"GSE201325",32.28987518,0.735619917,"ADM","protein_coding"
"ADM2",0.07138273,0.186872631,0.702471744,0.997447198,"GSE201325",227.01722,0.381986007,"ADM2","protein_coding"
"ADM5",-0.145176884,0.871321001,0.867671423,0.998563786,"GSE201325",10.91270371,-0.166616992,"ADM5","protein_coding"
"ADNP",-0.464584479,0.337560121,0.16872833,0.832612019,"GSE201325",358.3274538,-1.376301432,"ADNP","protein_coding"
"ADNP2",-0.279909789,0.157504113,0.075542148,0.659921328,"GSE201325",400.380263,-1.777158603,"ADNP2","protein_coding"
"ADO",-0.142746828,0.157778498,0.365608823,0.964014886,"GSE201325",317.9453027,-0.904729284,"ADO","protein_coding"
"ADORA1",-2.519900139,2.395319261,0.2927949,NA,"GSE201325",4.656418282,-1.052010135,"ADORA1","protein_coding"
"ADORA2A",1.009883164,4.067092496,0.803897715,NA,"GSE201325",0.527148062,0.248305925,"ADORA2A","protein_coding"
"ADORA2B",0.534820308,0.154271419,0.000526793,0.034805003,"GSE201325",307.9151931,3.466749146,"ADORA2B","protein_coding"
"ADPGK",0.067844158,0.142913505,0.634985271,0.997447198,"GSE201325",800.5779675,0.474721809,"ADPGK","protein_coding"
"ADPRH",1.834138097,4.041760841,0.649975094,NA,"GSE201325",0.324236589,0.45379679,"ADPRH","protein_coding"
"ADPRHL1",-0.014075908,0.128322702,0.912654052,0.999486641,"GSE201325",464.6286385,-0.109691487,"ADPRHL1","protein_coding"
"ADPRHL2",-0.104805195,0.350379235,0.764849013,0.997447198,"GSE201325",63.77757287,-0.29911931,"ADPRHL2","protein_coding"
"ADPRM",-0.03968268,0.271402456,0.883752914,0.998563786,"GSE201325",119.7964578,-0.146213417,"ADPRM","protein_coding"
"ADRA1B",0.049197533,0.32131693,0.878309816,0.998563786,"GSE201325",72.29427283,0.153112173,"ADRA1B","protein_coding"
"ADRA1D",-1.109997469,2.169014652,0.608824626,NA,"GSE201325",3.048917824,-0.511751946,"ADRA1D","protein_coding"
"ADRA2C",-0.274107131,0.366784091,0.45486706,0.98587318,"GSE201325",53.13591731,-0.747325573,"ADRA2C","protein_coding"
"ADRB1",0.170285888,0.875409875,0.845767701,0.998359305,"GSE201325",9.731127048,0.194521324,"ADRB1","protein_coding"
"ADRB2",0.361559514,0.366800995,0.3242753,0.946253462,"GSE201325",56.92150197,0.985710287,"ADRB2","protein_coding"
"ADRM1",-0.130794706,0.160717302,0.415748965,0.977074174,"GSE201325",2038.259536,-0.813818448,"ADRM1","protein_coding"
"ADSL",0.319688712,0.170869019,0.06135094,0.618504932,"GSE201325",1238.538696,1.870957733,"ADSL","protein_coding"
"ADSS",0.092414649,0.086415637,0.284880261,0.927291017,"GSE201325",2833.93086,1.06942044,"ADSS","protein_coding"
"ADSSL1",-0.486940435,0.432318053,0.260018384,0.912343284,"GSE201325",46.71627866,-1.126347677,"ADSSL1","protein_coding"
"ADTRP",0.332677001,0.172766276,0.054155598,0.584545327,"GSE201325",297.6516632,1.925589922,"ADTRP","protein_coding"
"AEBP1",2.439526793,3.996019207,0.541537758,NA,"GSE201325",0.494752588,0.610489256,"AEBP1","protein_coding"
"AEBP2",-0.027124518,0.094504973,0.774099433,0.997447198,"GSE201325",1913.454437,-0.287016831,"AEBP2","protein_coding"
"AEN",-0.026540446,0.229150526,0.907794396,0.999486641,"GSE201325",293.3907964,-0.115821014,"AEN","protein_coding"
"AES",-0.145090788,0.086698981,0.094228809,0.702916134,"GSE201325",4678.751107,-1.673500497,"AES","protein_coding"
"AF011889.5",-0.064206699,0.553887132,0.907715798,0.999486641,"GSE201325",33.90546838,-0.115920185,"AF011889.5","protein_coding"
"AFAP1",-0.005828203,0.055895676,0.916955635,0.999486641,"GSE201325",2608.154575,-0.104269307,"AFAP1","protein_coding"
"AFAP1L1",-1.053211782,1.792207549,0.55675937,0.997447198,"GSE201325",73.99740595,-0.587661726,"AFAP1L1","protein_coding"
"AFAP1L2",-0.868626115,1.176406005,0.460287981,0.98587318,"GSE201325",29.94396256,-0.738372731,"AFAP1L2","protein_coding"
"AFDN",0.160239497,0.146558964,0.274242392,0.923075957,"GSE201325",701.6456113,1.093344908,"AFDN","protein_coding"
"AFF1",-0.103092235,0.128865138,0.423710235,0.977195043,"GSE201325",1383.238039,-0.80000097,"AFF1","protein_coding"
"AFF2",1.964116561,4.030312406,0.626020199,NA,"GSE201325",0.359561223,0.487336058,"AFF2","protein_coding"
"AFF3",0.091929666,0.207704231,0.658055876,0.997447198,"GSE201325",595.9981925,0.442598907,"AFF3","protein_coding"
"AFF4",0.162368384,0.079243857,0.040464926,0.516519999,"GSE201325",8167.684485,2.048971253,"AFF4","protein_coding"
