Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
DRR456182_1 - illumina_universal_adapter	(1, 1.0357691213661174e-05)	(2, 1.2947114017076467e-05)	(3, 1.2947114017076467e-05)	(4, 4.1430764854644695e-05)	(5, 5.437787887172116e-05)	(6, 0.0003159095820166658)	(7, 0.00033662496444398815)	(8, 0.0003469826556576493)	(9, 0.0003573403468713105)	(10, 0.0003974764003242475)	(12, 0.0004427912993840152)	(14, 0.00047386437302499864)	(16, 0.0005243581176915969)	(18, 0.0005955672447855175)	(20, 0.0006952600227170063)	(22, 0.0008104893374689867)	(24, 0.0009542023030585356)	(26, 0.0010953258458446691)	(28, 0.0013426157235708297)	(30, 0.0016844195336216483)	(32, 0.002132389678612494)	(34, 0.002655453084902383)	(36, 0.0032924510945425453)	(38, 0.004153434176678131)	(40, 0.00541318837053967)	(42, 0.007023809354263983)	(44, 0.008987886550654484)	(46, 0.011085319021420872)	(48, 0.014322097525689987)	(50, 0.018687864372248172)	(52, 0.02400394938765977)	(54, 0.02995573770130982)	(56, 0.03664810093673665)	(58, 0.045180249073990035)	(60, 0.05619824310252211)	(62, 0.06990405800099926)	(64, 0.08546648904952517)	(66, 0.10335422177551802)	(68, 0.12472861230630955)	(70, 0.15128702728953852)	(72, 0.18363539166120407)	(74, 0.2238361806842265)	(76, 0.27167576697732404)	(78, 0.32871039364534926)	(80, 0.3977146272221617)	(82, 0.4839864267635491)	(84, 0.59764655129666)	(86, 0.7280343471398336)	(88, 0.8863607203204567)	(90, 1.02310943328022)
DRR456182_1 - polya	(1, 0.05622154790775285)	(2, 0.06838924566100131)	(3, 0.0791897281740465)	(4, 0.09303278248110466)	(5, 0.10450133607743099)	(6, 0.11428158600593055)	(7, 0.12306231873231181)	(8, 0.1349633059368085)	(9, 0.1516935666696747)	(10, 0.16878893601782247)	(12, 0.1817140399410699)	(14, 0.1957668374952047)	(16, 0.20655825702843794)	(18, 0.21588276854353644)	(20, 0.22508039834126753)	(22, 0.23459652714381873)	(24, 0.2446098251246257)	(26, 0.25689404690402784)	(28, 0.267641446249603)	(30, 0.2796421262320312)	(32, 0.2905164072949737)	(34, 0.3010009802260022)	(36, 0.31061550709508323)	(38, 0.3193405672311911)	(40, 0.3284656931904265)	(42, 0.34010255926897487)	(44, 0.34972097027226096)	(46, 0.35926687743705144)	(48, 0.36733681360389525)	(50, 0.37446549458169753)	(52, 0.38302224223558334)	(54, 0.3911038308050425)	(56, 0.39964892605631297)	(58, 0.4075971593513962)	(60, 0.41382342648220827)	(62, 0.4214039617392066)	(64, 0.4283384360067527)	(66, 0.4348715497397695)	(68, 0.4418526336177771)	(70, 0.4484763771489134)	(72, 0.4559675773191939)	(74, 0.46279847467460344)	(76, 0.4705020075147639)	(78, 0.4780644168121383)	(80, 0.4843437671104204)	(82, 0.49045868906068557)	(84, 0.49753946571662466)	(86, 0.5067306219573473)	(88, 0.5139654692700896)	(90, 0.5203263863866793)
DRR456182_2 - illumina_universal_adapter	(1, 1.2947114017076467e-05)	(2, 1.2947114017076467e-05)	(3, 1.2947114017076467e-05)	(4, 2.8483650837568228e-05)	(5, 3.88413420512294e-05)	(6, 4.919903326489057e-05)	(7, 6.991441569221292e-05)	(8, 8.027210690587409e-05)	(9, 9.062979811953527e-05)	(10, 0.00012817642876905702)	(12, 0.00016831248222199405)	(14, 0.00020068026726468522)	(16, 0.0002524687233329911)	(18, 0.00033274083023886517)	(20, 0.00044020187658059986)	(22, 0.0005657888825462416)	(24, 0.0007289225191614051)	(26, 0.0008972350013833992)	(28, 0.0011717138185454203)	(30, 0.0015730743530747906)	(32, 0.002037875746287836)	(34, 0.0026062540516374926)	(36, 0.003287272248935715)	(38, 0.004181917827515699)	(40, 0.005475334517821638)	(42, 0.007140333380417672)	(44, 0.0091432519188594)	(46, 0.01130541995971117)	(48, 0.01465613306733056)	(50, 0.019085340772572422)	(52, 0.024473929626479644)	(54, 0.03051246360404411)	(56, 0.0372501417385307)	(58, 0.04581595237222849)	(60, 0.05693622860149547)	(62, 0.07081035598219461)	(64, 0.08661101392863474)	(66, 0.10459714472115736)	(68, 0.12608029100969234)	(70, 0.1527034415630067)	(72, 0.18518904534325326)	(74, 0.22546492762757472)	(76, 0.27340938554421057)	(78, 0.33056959921820145)	(80, 0.399533696741561)	(82, 0.4858611688732217)	(84, 0.599617102050059)	(86, 0.7300178450072496)	(88, 0.888077507639121)	(90, 1.0247977369480468)
DRR456182_2 - polya	(1, 0.023791616717779716)	(2, 0.029006714243858117)	(3, 0.04582242592923703)	(4, 0.07369497298519925)	(5, 0.09873728091702855)	(6, 0.11659652999218383)	(7, 0.139885798686101)	(8, 0.1700448060774789)	(9, 0.20301333721056242)	(10, 0.2474556007855791)	(12, 0.3102581667482119)	(14, 0.3826597230431052)	(16, 0.46707361172304207)	(18, 0.5646430629557303)	(20, 0.68442846713032)	(22, 0.8387386455428459)	(24, 1.086574891480527)	(26, 1.296265055389696)	(28, 1.4807847349382661)	(30, 1.6479591658381594)	(32, 1.8046554973640323)	(34, 1.9537376311364627)	(36, 2.0934007394614698)	(38, 2.225234727940351)	(40, 2.3546035859103807)	(42, 2.4783132603435467)	(44, 2.5962808897101386)	(46, 2.7067715607318696)	(48, 2.8162109260954136)	(50, 2.9291667276259954)	(52, 3.0355984784033723)	(54, 3.1363529196842617)	(56, 3.2329513373656686)	(58, 3.3274717432473357)	(60, 3.41822971779564)	(62, 3.505042706702941)	(64, 3.5916537206315757)	(66, 3.6760999770965554)	(68, 3.7582235213068715)	(70, 3.8353611319092114)	(72, 3.910700388374579)	(74, 3.982457178391422)	(76, 4.049493450637639)	(78, 4.112896762690664)	(80, 4.176827022284185)	(82, 4.238421622509024)	(84, 4.299850499674445)	(86, 4.36241224931636)	(88, 4.423498027960329)	(90, 4.465757408112066)
DRR456182_2 - polyg	(1, 5.1128722926451715)	(2, 5.20993421700839)	(3, 5.210667023661757)	(4, 5.21108651015591)	(5, 5.211767528353208)	(6, 5.213204658009104)	(7, 5.215335752976315)	(8, 5.219875011150702)	(9, 5.225312799037874)	(10, 5.2359190748406625)	(12, 5.250379706486336)	(14, 5.256441545269131)	(16, 5.258217889312274)	(18, 5.259230353628409)	(20, 5.25993597134234)	(22, 5.260503054936288)	(24, 5.260913478450629)	(26, 5.261362743307021)	(28, 5.261828839411637)	(30, 5.26236226050914)	(32, 5.263026447458216)	(34, 5.263646614219635)	(36, 5.264328927128334)	(38, 5.264981461674795)	(40, 5.265573144785375)	(42, 5.266201079815204)	(44, 5.266768163409151)	(46, 5.267372793633749)	(48, 5.267996844529372)	(50, 5.268712819934516)	(52, 5.2694404477422765)	(54, 5.270129234207984)	(56, 5.270926776431436)	(58, 5.271694540292649)	(60, 5.272405336852186)	(62, 5.273134259371348)	(64, 5.273895549675552)	(66, 5.274765595737499)	(68, 5.2756757778529)	(70, 5.276624801310351)	(72, 5.27770070648517)	(74, 5.278873715015118)	(76, 5.280208562470278)	(78, 5.281473495509747)	(80, 5.282875667957796)	(82, 5.284451331733674)	(84, 5.285922123886014)	(86, 5.287256971341175)	(88, 5.288635838983993)	(90, 5.289626293206299)
DRR456183_1 - illumina_universal_adapter	(1, 2.768698446488839e-06)	(2, 5.537396892977678e-06)	(3, 1.1074793785955357e-05)	(4, 2.768698446488839e-05)	(5, 3.045568291137723e-05)	(6, 0.0002685637493094174)	(7, 0.0002685637493094174)	(8, 0.00027133244775590624)	(9, 0.00028517593998835043)	(10, 0.000300403781444039)	(12, 0.0003322438135786607)	(14, 0.00038346473483870424)	(16, 0.00043607000532199213)	(18, 0.0004969813711447466)	(20, 0.0005911171183253671)	(22, 0.0006935589608454541)	(24, 0.0008264564862769184)	(26, 0.0010258027744241148)	(28, 0.001335897000430865)	(30, 0.00174151132284148)	(32, 0.002335397139613336)	(34, 0.0029002116226970586)	(36, 0.003582695789756558)	(38, 0.0045697367859298295)	(40, 0.0059291677231558485)	(42, 0.007832647905116926)	(44, 0.009959008312020354)	(46, 0.01233178288066129)	(48, 0.015996155274589266)	(50, 0.020916132413999936)	(52, 0.02695743242423858)	(54, 0.03371305663367134)	(56, 0.04159554111082507)	(58, 0.05129290741965223)	(60, 0.06400677068592898)	(62, 0.07937443141316529)	(64, 0.09723945813913451)	(66, 0.11762261610218536)	(68, 0.14229725665729387)	(70, 0.17233071305558156)	(72, 0.2087294071823471)	(74, 0.2537290630331302)	(76, 0.30660843466262055)	(78, 0.3701445266126464)	(80, 0.44669765430883956)	(82, 0.5417429189291316)	(84, 0.6670154488389657)	(86, 0.8101031689027322)	(88, 0.982339746211133)	(90, 1.130600779322164)
DRR456183_1 - polya	(1, 0.06961615373851537)	(2, 0.08677100931296022)	(3, 0.102577508743965)	(4, 0.12141850167232154)	(5, 0.138299256100564)	(6, 0.15183542280544793)	(7, 0.16474586366142538)	(8, 0.18038900988408732)	(9, 0.19951517875243224)	(10, 0.22041608332497648)	(12, 0.23837247709967985)	(14, 0.25577097813741567)	(16, 0.26886276874163817)	(18, 0.2793630575999471)	(20, 0.28972352718670835)	(22, 0.2996493111173708)	(24, 0.30954187066667543)	(26, 0.3218431978644254)	(28, 0.33335267730647944)	(30, 0.3455169539311282)	(32, 0.3565972851139765)	(34, 0.3679849418243851)	(36, 0.3779494875332985)	(38, 0.38717340640777603)	(40, 0.3971960947840656)	(42, 0.4090973450562979)	(44, 0.41921693787821457)	(46, 0.4286443560885091)	(48, 0.4371179576839882)	(50, 0.4447817149838693)	(52, 0.45475318243889884)	(54, 0.4629886759679799)	(56, 0.4717336100112149)	(58, 0.4797351485215676)	(60, 0.48662090155798543)	(62, 0.4942265161904902)	(64, 0.5011302657668102)	(66, 0.5077682202922671)	(68, 0.5146525889794615)	(70, 0.5215771037941301)	(72, 0.5290899670286777)	(74, 0.5360615497169365)	(76, 0.5436851608893436)	(78, 0.5515454957789254)	(80, 0.5581557633199175)	(82, 0.5646469768277106)	(84, 0.5717542257398474)	(86, 0.5810058315987898)	(88, 0.5886474393110991)	(90, 0.5949932961504515)
DRR456183_2 - illumina_universal_adapter	(1, 2.768698446488839e-06)	(2, 2.768698446488839e-06)	(3, 1.6612190678933034e-05)	(4, 3.322438135786607e-05)	(5, 3.599307980435491e-05)	(6, 4.4299175143821427e-05)	(7, 4.4299175143821427e-05)	(8, 4.98365720367991e-05)	(9, 6.091136582275446e-05)	(10, 7.475485805519865e-05)	(12, 0.00010382619174333146)	(14, 0.00015781581144986382)	(16, 0.00021595847882612944)	(18, 0.00028379159076510603)	(20, 0.00037792733794572654)	(22, 0.0004872909265820357)	(24, 0.0006451067380318995)	(26, 0.0008596808676347846)	(28, 0.0011960777288831785)	(30, 0.0016141511943029933)	(32, 0.002234339646316493)	(34, 0.0028143819708559047)	(36, 0.0035439340115057142)	(38, 0.004601576818064451)	(40, 0.006003922581211048)	(42, 0.007972467176664612)	(44, 0.01016389199706053)	(46, 0.012582350090068528)	(48, 0.01626333467467544)	(50, 0.021241454481462373)	(52, 0.027314594523835643)	(54, 0.03419204146491392)	(56, 0.04217419908614124)	(58, 0.052014153364962575)	(60, 0.06493982206239572)	(62, 0.08045283945807269)	(64, 0.09849229418617071)	(66, 0.11907756713581524)	(68, 0.14401108099567048)	(70, 0.17428402980957944)	(72, 0.21093052244730573)	(74, 0.2563897822402059)	(76, 0.309720451716474)	(78, 0.3736870762749289)	(80, 0.4506416652458629)	(82, 0.5460593198072078)	(84, 0.6716433282922718)	(86, 0.8153955359831955)	(88, 0.9880903328844904)	(90, 1.1366642289199744)
DRR456183_2 - polya	(1, 0.02640230838571757)	(2, 0.03307487164175567)	(3, 0.057843647944044826)	(4, 0.10031548211318361)	(5, 0.13926276315994213)	(6, 0.1677720510634377)	(7, 0.20372913778798823)	(8, 0.24940435605971462)	(9, 0.2990360444114736)	(10, 0.36921701263307266)	(12, 0.4681439924753421)	(14, 0.5805351528628868)	(16, 0.7122269101209051)	(18, 0.8665278588929515)	(20, 1.0556202723435764)	(22, 1.3008162067646278)	(24, 1.6922021878587368)	(26, 2.017183705412257)	(28, 2.304508155395083)	(30, 2.567151043076684)	(32, 2.812879951948685)	(34, 3.047399785160075)	(36, 3.263128462015146)	(38, 3.468611570268985)	(40, 3.671053263279356)	(42, 3.8620228542767006)	(44, 4.0437463768119954)	(46, 4.215001450521116)	(48, 4.382913320856101)	(50, 4.555202503434986)	(52, 4.7203705936095)	(54, 4.876669158310689)	(56, 5.0255780668581975)	(58, 5.170768613392072)	(60, 5.309044335555841)	(62, 5.441894793113716)	(64, 5.575330830393021)	(66, 5.703475884941088)	(68, 5.827444357882626)	(70, 5.943181490342752)	(72, 6.057535657928858)	(74, 6.167225952981852)	(76, 6.26871674758557)	(78, 6.366382585285464)	(80, 6.464647846199023)	(82, 6.558883266523717)	(84, 6.65225623728233)	(86, 6.745737187280355)	(88, 6.837558302559712)	(90, 6.901670283786607)
DRR456183_2 - polyg	(1, 8.151887142092429)	(2, 8.315093609417605)	(3, 8.31641427857658)	(4, 8.317134140172668)	(5, 8.318175170788548)	(6, 8.32039012954574)	(7, 8.32405588628889)	(8, 8.331722412287219)	(9, 8.340604396903554)	(10, 8.357465770442671)	(12, 8.380191247291451)	(14, 8.389903841441734)	(16, 8.392588094585605)	(18, 8.394120569175737)	(20, 8.395251582491127)	(22, 8.395983903230224)	(24, 8.396635931714371)	(26, 8.39718967140367)	(28, 8.397782172871217)	(30, 8.398608629357495)	(32, 8.399620588639689)	(34, 8.40053979652392)	(36, 8.401414705233012)	(38, 8.402450198451998)	(40, 8.403272501890605)	(42, 8.403959139105336)	(44, 8.40460147714492)	(46, 8.405308879598)	(48, 8.40605227513088)	(50, 8.40679428631454)	(52, 8.40766504197596)	(54, 8.408472117573112)	(56, 8.40937609761589)	(58, 8.410327145532259)	(60, 8.411220050781251)	(62, 8.41203820117219)	(64, 8.412962946453316)	(66, 8.413825396019398)	(68, 8.414668464696355)	(70, 8.415608437818936)	(72, 8.416656390180933)	(74, 8.41776940695642)	(76, 8.418853352398221)	(78, 8.41988053952187)	(80, 8.42105031461551)	(82, 8.42235575593303)	(84, 8.423555986709584)	(86, 8.424914033297586)	(88, 8.42625546769491)	(90, 8.427297882660012)
DRR456184_1 - illumina_universal_adapter	(1, 2.8701779754309893e-06)	(2, 2.8701779754309893e-06)	(3, 1.7221067852585936e-05)	(4, 4.0182491656033854e-05)	(5, 5.45333815331888e-05)	(6, 0.00034442135705171873)	(7, 0.00035016171300258073)	(8, 0.00036451260287973566)	(9, 0.00036738278085516663)	(10, 0.000394649471621761)	(12, 0.00042765651833921747)	(14, 0.0004994109677249922)	(16, 0.0005711654171107669)	(18, 0.0006529654894105502)	(20, 0.0007419410066489109)	(22, 0.0008653586595924433)	(24, 0.0010189131812780013)	(26, 0.0011911238598038606)	(28, 0.001473836390383813)	(30, 0.001766594543877774)	(32, 0.002138282591696087)	(34, 0.002670700606138536)	(36, 0.0033294064514999477)	(38, 0.004323923119986786)	(40, 0.005677212035402497)	(42, 0.007379227574833074)	(44, 0.009229057279998346)	(46, 0.011621350622520076)	(48, 0.015178936223066788)	(50, 0.019868807034921027)	(52, 0.025564675227163824)	(54, 0.03219478635040941)	(56, 0.03977779656149809)	(58, 0.048866215120700315)	(60, 0.06098410653296994)	(62, 0.07583153719987445)	(64, 0.09270100825047009)	(66, 0.11267170660351893)	(68, 0.13644969604097695)	(70, 0.1654973322413263)	(72, 0.20079047571621345)	(74, 0.2442951983788087)	(76, 0.29706342045710743)	(78, 0.3593649386808002)	(80, 0.43546340243238973)	(82, 0.5308250656660843)	(84, 0.6544378907119462)	(86, 0.7961873703845566)	(88, 0.9662468505178303)	(90, 1.115420045523893)
DRR456184_1 - polya	(1, 0.07450407988623763)	(2, 0.09237380796127097)	(3, 0.10924471410085432)	(4, 0.12944502669193764)	(5, 0.14681821397722142)	(6, 0.1607959807175703)	(7, 0.17421119257473477)	(8, 0.19042482795794444)	(9, 0.20976695733437387)	(10, 0.23134639044265176)	(12, 0.24943999239976872)	(14, 0.26735707841139666)	(16, 0.28075506920070853)	(18, 0.2918770088555036)	(20, 0.3027578535603625)	(22, 0.31310053989482806)	(24, 0.3236240474417458)	(26, 0.33627148669048246)	(28, 0.347769419660059)	(30, 0.3605531923626286)	(32, 0.372076956933984)	(34, 0.38322616327954573)	(36, 0.3931167965828809)	(38, 0.40247357678278595)	(40, 0.4125923892351679)	(42, 0.4254278251412953)	(44, 0.4358365255691957)	(46, 0.4456467938892189)	(48, 0.4542171453238558)	(50, 0.4622837805238046)	(52, 0.47282594422756263)	(54, 0.4815010571583028)	(56, 0.4901374226863746)	(58, 0.498503991484756)	(60, 0.5053637168460361)	(62, 0.5132610115454344)	(64, 0.5201666597543213)	(66, 0.5272502589976851)	(68, 0.5342606687026752)	(70, 0.5411003028181273)	(72, 0.5487550674786017)	(74, 0.5559233369722406)	(76, 0.5638220667606267)	(78, 0.5716332561207622)	(80, 0.5782203145743763)	(82, 0.5847686256253221)	(84, 0.5921564637340815)	(86, 0.6018490547571119)	(88, 0.6093847070316061)	(90, 0.6156790073317261)
DRR456184_2 - illumina_universal_adapter	(1, 2.8701779754309893e-06)	(2, 2.8701779754309893e-06)	(3, 1.7221067852585936e-05)	(4, 3.1571957729740884e-05)	(5, 4.0182491656033854e-05)	(6, 5.740355950861979e-05)	(7, 6.314391545948177e-05)	(8, 7.175444938577473e-05)	(9, 7.749480533663672e-05)	(10, 0.00010476149610323112)	(12, 0.00012915800889439454)	(14, 0.00018512647941529883)	(16, 0.0002540107508256426)	(18, 0.0003472915350271497)	(20, 0.00044344249720408785)	(22, 0.0005711654171107669)	(24, 0.0007605971634892122)	(26, 0.0009672499777202435)	(28, 0.0012815344660299368)	(30, 0.00159581895433963)	(32, 0.0020033842268508306)	(34, 0.002570244376998451)	(36, 0.0032418660232493026)	(38, 0.004244993225662434)	(40, 0.005615503208930731)	(42, 0.007360571417992773)	(44, 0.009229057279998346)	(46, 0.011634266423409517)	(48, 0.015178936223066788)	(50, 0.01986593685694559)	(52, 0.025622078786672442)	(54, 0.03225218990991803)	(56, 0.03983232994303128)	(58, 0.04895949590490182)	(60, 0.061154882122508095)	(62, 0.07603244965815462)	(64, 0.09291627159862742)	(66, 0.11275494176480642)	(68, 0.1364152539052718)	(70, 0.16536099878749333)	(72, 0.20051493863057207)	(74, 0.24382161901286253)	(76, 0.2964707287051809)	(78, 0.35853832742387604)	(80, 0.4341029380720354)	(82, 0.5287858042145406)	(84, 0.6516882602114833)	(86, 0.7925321987328451)	(88, 0.9610633090942019)	(90, 1.10914009611365)
DRR456184_2 - polya	(1, 0.0291007344928948)	(2, 0.03640533744036667)	(3, 0.06705883821796964)	(4, 0.11084914358912025)	(5, 0.15153104621287908)	(6, 0.18202955737980878)	(7, 0.22137682724499222)	(8, 0.27065491290516686)	(9, 0.32402013200235524)	(10, 0.40007984835127647)	(12, 0.5101554789760181)	(14, 0.6390953543442799)	(16, 0.7933559398117938)	(18, 0.9793520831536482)	(20, 1.2100282870390369)	(22, 1.5037149431080499)	(24, 1.9397136337328575)	(26, 2.2968455739487723)	(28, 2.6112376939325443)	(30, 2.895886159556925)	(32, 3.1631040343365133)	(34, 3.4208531919751546)	(36, 3.659596031060492)	(38, 3.8827265370484723)	(40, 4.100561564671782)	(42, 4.304965594459064)	(44, 4.4965112269164145)	(46, 4.67755631325065)	(48, 4.854960578823052)	(50, 5.034418456736875)	(52, 5.204706116019196)	(54, 5.365886700585473)	(56, 5.519079579846126)	(58, 5.668864122760956)	(60, 5.8113053153256455)	(62, 5.947855467595763)	(64, 6.084230539009378)	(66, 6.215090563443203)	(68, 6.342296851314305)	(70, 6.460508001410405)	(72, 6.574590400488849)	(74, 6.6822608219701785)	(76, 6.783982799597428)	(78, 6.880237088181483)	(80, 6.976976436843384)	(82, 7.070372028163908)	(84, 7.1618532107748205)	(86, 7.254291597740538)	(88, 7.34407076481202)	(90, 7.405791071995687)
DRR456184_2 - polyg	(1, 7.957496682433033)	(2, 8.087541576321835)	(3, 8.089803276566474)	(4, 8.091714815098111)	(5, 8.093775602884472)	(6, 8.097105009335971)	(7, 8.102650193184504)	(8, 8.114205529713589)	(9, 8.12539922381777)	(10, 8.14773781900055)	(12, 8.176715135840501)	(14, 8.188007851084834)	(16, 8.191124864366152)	(18, 8.192970388804355)	(20, 8.194293540851028)	(22, 8.19519047146835)	(24, 8.195958244076778)	(26, 8.196626995545053)	(28, 8.197429210289187)	(30, 8.198360583042213)	(32, 8.199283345261314)	(34, 8.200226198726243)	(36, 8.201292469844116)	(38, 8.202208056618279)	(40, 8.203047583676092)	(42, 8.203759387814)	(44, 8.204455405973041)	(46, 8.205237529471347)	(48, 8.2060139126137)	(50, 8.206760158887313)	(52, 8.207614036835004)	(54, 8.208505227096374)	(56, 8.209360540133051)	(58, 8.210145533809333)	(60, 8.211020938091838)	(62, 8.211876251128519)	(64, 8.212793272991668)	(66, 8.213662936918224)	(68, 8.214611530739102)	(70, 8.215666321145076)	(72, 8.216843094115001)	(74, 8.218058614487596)	(76, 8.219252608525377)	(78, 8.220426511317328)	(80, 8.22167503873664)	(82, 8.223285208580856)	(84, 8.224783441484032)	(86, 8.226303200722022)	(88, 8.227884668786485)	(90, 8.229173378697453)
DRR456185_1 - illumina_universal_adapter	(1, 1.1719573460264127e-05)	(2, 1.4649466825330159e-05)	(3, 3.222882701572635e-05)	(4, 5.273808057118857e-05)	(5, 6.152776066638667e-05)	(6, 0.0003340078436175276)	(7, 0.00034572741707779173)	(8, 0.00035451709717298986)	(9, 0.0003603768839031219)	(10, 0.00038235108414111715)	(12, 0.0004277644312996406)	(14, 0.0004878272452834943)	(16, 0.0005654694194577441)	(18, 0.0006269971801241308)	(20, 0.0007148939810761117)	(22, 0.0008042557287106257)	(24, 0.0009024071564403378)	(26, 0.001025462677773111)	(28, 0.00130673244081945)	(30, 0.001659784591309907)	(32, 0.0020963387027047456)	(34, 0.0025665865877978434)	(36, 0.003331288756080078)	(38, 0.004271784526266274)	(40, 0.005632719994339446)	(42, 0.007537150681632366)	(44, 0.009544127636702598)	(46, 0.011873392861930093)	(48, 0.015551873981770496)	(50, 0.02039205782085958)	(52, 0.026339741351943627)	(54, 0.03283092010224742)	(56, 0.04025673483600728)	(58, 0.04998251586134397)	(60, 0.06269971801241309)	(62, 0.07781210798942367)	(64, 0.09534312493929627)	(66, 0.1155242304378711)	(68, 0.13956254055155537)	(70, 0.16894937100316765)	(72, 0.2047321586707191)	(74, 0.2488724671621214)	(76, 0.30099673507332864)	(78, 0.36283506443641234)	(80, 0.4387280922717177)	(82, 0.5335804600723655)	(84, 0.6558434452498884)	(86, 0.7951833139056987)	(88, 0.9628230225746819)	(90, 1.1068932040683914)
DRR456185_1 - polya	(1, 0.06883784461222642)	(2, 0.08600408983814829)	(3, 0.10288320551429371)	(4, 0.12262775690147369)	(5, 0.13994049679564888)	(6, 0.15374322443847496)	(7, 0.16649998014997244)	(8, 0.18238879186872553)	(9, 0.2017817560520976)	(10, 0.22228807971419476)	(12, 0.24040361039039804)	(14, 0.2575097928023361)	(16, 0.2707792798527201)	(18, 0.28135180006056093)	(20, 0.29183935336081473)	(22, 0.3012941192498828)	(24, 0.31127333605129776)	(26, 0.3234807367568454)	(28, 0.33506992996236407)	(30, 0.34772413940608426)	(32, 0.35920785645046055)	(34, 0.3698565538857931)	(36, 0.3793508733352895)	(38, 0.388155202897313)	(40, 0.3975293967188417)	(42, 0.40886954898832983)	(44, 0.4186260938939997)	(46, 0.4282522585449241)	(48, 0.4366991411164095)	(50, 0.4441308156368995)	(52, 0.4535855815259676)	(54, 0.46212329079176995)	(56, 0.47058335788339817)	(58, 0.4781454126586336)	(60, 0.4848431488911745)	(62, 0.49225870899815666)	(64, 0.4992992427544103)	(66, 0.5062767838033151)	(68, 0.5131400590109823)	(70, 0.5200267733655699)	(72, 0.5274892117663932)	(74, 0.5346733102975351)	(76, 0.5426836387576256)	(78, 0.5502412986928134)	(80, 0.556902411258291)	(82, 0.563490276489642)	(84, 0.5706729100741015)	(86, 0.5797936681195519)	(88, 0.5872297374800896)	(90, 0.5932272291983797)
DRR456185_2 - illumina_universal_adapter	(1, 8.789680095198096e-06)	(2, 1.1719573460264127e-05)	(3, 4.687829384105651e-05)	(4, 7.32473341266508e-05)	(5, 7.910712085678286e-05)	(6, 8.496690758691492e-05)	(7, 9.668648104717905e-05)	(8, 0.00010547616114237714)	(9, 0.00010547616114237714)	(10, 0.00012305552133277334)	(12, 0.0001655389751262308)	(14, 0.0002197420023799524)	(16, 0.0002988491232367353)	(18, 0.00036916656399832)	(20, 0.00045999325831536694)	(22, 0.000555214792680013)	(24, 0.0006987795675682485)	(26, 0.000842344342456484)	(28, 0.0011558429325185496)	(30, 0.0015279393898819356)	(32, 0.0019937924349274347)	(34, 0.002488944413623594)	(36, 0.0032858754089215543)	(38, 0.00424541548598068)	(40, 0.005657624087942507)	(42, 0.007579634135425824)	(44, 0.009624699704241915)	(46, 0.012000843223310464)	(48, 0.015715948010214194)	(50, 0.0206147297166046)	(52, 0.02663859047518036)	(54, 0.0332162010797536)	(56, 0.04069035905403705)	(58, 0.05053187086729385)	(60, 0.06327690700533109)	(62, 0.07840834128921462)	(64, 0.09608438796065798)	(66, 0.11634753047345466)	(68, 0.14053965998880488)	(70, 0.17007298510867047)	(72, 0.20599640765774507)	(74, 0.2504135910721461)	(76, 0.3028161988530347)	(78, 0.36506031844717995)	(80, 0.4411862728050081)	(82, 0.5362378733544804)	(84, 0.6583675483838929)	(86, 0.7980926980172094)	(88, 0.9657748901399859)	(90, 1.1099080643410442)
DRR456185_2 - polya	(1, 0.031147696364016982)	(2, 0.039462733734074384)	(3, 0.07248556185173363)	(4, 0.12373525659346865)	(5, 0.17238613592039012)	(6, 0.20708486304286713)	(7, 0.2531720856753558)	(8, 0.3098479429291931)	(9, 0.37274396379706565)	(10, 0.4604019784397937)	(12, 0.5870378294646776)	(14, 0.7320411819951607)	(16, 0.9052696622580073)	(18, 1.1131983345900134)	(20, 1.3658825930200857)	(22, 1.6846667107127304)	(24, 2.1683789207649893)	(26, 2.5578071623294236)	(28, 2.89467165197789)	(30, 3.196951680345118)	(32, 3.4771183385395097)	(34, 3.7413302624144342)	(36, 3.987603914161742)	(38, 4.217708949373932)	(40, 4.439597098643796)	(42, 4.647896402486483)	(44, 4.844413140161557)	(46, 5.028769355424925)	(48, 5.209091107524596)	(50, 5.389193117621888)	(52, 5.558053126877421)	(54, 5.717899319195328)	(56, 5.8695886883848924)	(58, 6.017847152443963)	(60, 6.159381511230208)	(62, 6.296163582978316)	(64, 6.4341307965925925)	(66, 6.567495147730351)	(68, 6.695143276912866)	(70, 6.813852301438563)	(72, 6.929213922794673)	(74, 7.03769761947629)	(76, 7.1384654419810065)	(78, 7.234461933140713)	(80, 7.332055216184379)	(82, 7.4259011656141265)	(84, 7.515116418580387)	(86, 7.6058083378026415)	(88, 7.693283234110053)	(90, 7.754443293159124)
